1.  SEDAN TYPE SALES                                                                                                                            `JAN-DEC 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,SHARE BY BRAND,MARKET SHARE,TOTAL 2018
,,BRAND ,TYPE MODEL,CC ,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD ,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG ,SEP,OCT,NOV,DEC,,,
,,DFSK,Glory 580 1.5T A/T CVT Comfort,1499,AT,G,50,1800,-,185/70 R14,107,2725,4365 X 1725 X 1790,7,4X2,FR,-,4,4,CKD,INA,-,-,-,-,5,25,8,22,16,1,7,3,0%,0%,87
,,,Glory 580 1.5T M/T Luxury,1499,MT,G,50,1800,-,185/70 R14,107,2725,4365 X 1725 X 1790,7,4X2,FR,-,4,4,CKD,INA,-,-,-,-,-,2,1,3,9,1,2,-,0%,0%,18
,,,Glory 580 1.5T A/T CVT Luxury,1499,AT,G,50,1800,-,185/70 R14,107,2725,4365 X 1725 X 1790,7,4X2,FR,-,4,4,CKD,INA,-,-,-,-,21,58,12,11,113,18,53,56,0.1%,0.1%,342
,,,Glory DXK6440AF3 (4X2) M/T,1499,MT,G,50,1800,-,185/70 R14,107,2725,4365 X 1725 X 1790,7,4X2,FR,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,HONDA,Brio RS,1198,MT,G,35,960,-,-,88,2345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,365,417,413,268,274,246,401,323,-,481,587,413,0.8%,0.7%,4188
,,,Brio RS,1198,AT,G,35,960,-,-,88,2345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,1062,769,852,417,537,267,883,553,1,811,1167,841,1.7%,1.3%,8160
,,,All New CR-V,1500,AT,G,58,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,108,71,9,347,268,70,410,425,418,307,8,356,0.6%,0.4%,2797
,,,All New CR-V Prestige,1500,AT,G,58,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,760,733,185,1702,857,157,1526,1119,826,1132,1162,1274,2.3%,1.8%,11433
,,,HR-V A,1497,MT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,HR-V S,1497,MT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,301,94,187,662,269,226,2,332,266,377,278,130,0.6%,0.5%,3124
,,,HR-V S,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,347,86,117,481,280,202,1,292,271,309,204,65,0.5%,0.4%,2655
,,,HR-V E,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1997,2053,1722,2783,2179,1353,7,1821,765,1160,1194,910,3.6%,2.8%,17944
,,,HR-V E+,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,480,1736,1572,1869,1230,1.4%,1.1%,6887
,,,CIVIC TYPE R,1500,MT,G,65,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,UK ,-,-,7,3,10,1,6,8,1,5,2,2,0%,0%,45
,,,All New Jazz A AT  15,1497,MT,G,42,-,-,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,All New Jazz S AT  15,1497,MT,G,42,-,-,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,-,5,4,CKD,INA,-,-,-,30,4,2,12,12,-,37,23,-,0%,0%,120
,,,All New Jazz S AT  15,1497,AT,G,42,-,-,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,-,5,4,CKD,INA,20,28,4,63,28,14,23,57,61,34,28,-,0.1%,0.1%,360
,,,All New Jazz RS  15,1497,MT,G,42,-,-,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,-,5,4,CKD,INA,148,82,84,245,314,134,160,449,568,325,277,63,0.6%,0.4%,2849
,,,All New Jazz RS AT  15,1497,AT,G,42,-,-,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,-,5,4,CKD,INA,1027,737,646,1062,740,518,870,1400,1370,936,1003,632,2.2%,1.7%,10941
,,,Mobilio S,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,754,441,466,706,605,283,727,602,977,637,66,294,1.3%,1%,6558
,,,Mobilio E,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,621,379,423,787,721,281,704,707,444,248,126,59,1.1%,0.9%,5500
,,,Mobilio E,1497,CVT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,289,432,335,738,746,382,920,675,673,248,398,358,1.3%,1%,6194
,,,Mobilio E Prestige,1497,CVT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,100,70,210,117,202,91,58,279,0.2%,0.2%,1127
,,,BR-V S,1500,MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,9,10,-,19,81,35,177,2,76,25,9,10,0.1%,0.1%,453
,,,BR-V E+,1500,MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,64,106,56,129,246,305,572,484,278,234,42,180,0.5%,0.4%,2696
,,,BR-V E+,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,82,15,34,321,58,611,619,627,506,57,104,476,0.7%,0.6%,3510
,,,BR-V E Prestige,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,30,93,105,181,12,419,284,544,363,88,161,201,0.5%,0.4%,2481
,,,Mobilio RS,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,62,80,74,282,238,46,345,226,229,93,77,359,0.4%,0.3%,2111
,,,Mobilio RS,1497,CVT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,121,182,196,283,354,241,482,323,121,232,112,236,0.6%,0.5%,2883
,,HYUNDAI,Grand i10,1200,MT,G,35,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,India,4,5,3,4,6,2,9,3,3,3,4,1,0%,0%,47
,,,Grand i10 AT,1200,AT,G,35,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,India,6,6,3,7,6,1,7,11,5,1,4,2,0%,0%,59
,,,All New i20,1400,MT,G,43,-,-,-,-,-,-,4,4X2,-,-,4,4,CBU,India,4,3,2,2,5,2,2,9,3,2,2,3,0%,0%,39
,,,All New i20 AT,1400,AT,G,43,-,-,-,-,-,-,4,4X2,-,-,4,4,CBU,India,5,3,6,11,11,3,1,8,5,2,3,1,0%,0%,59
,,MAZDA,All New Mazda2 1.5 R,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,60,49,80,60,143,47,75,114,52,24,68,87,0.2%,0.1%,859
,,,All New Mazda2 1.5 GT,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,47,41,30,32,43,4,21,20,41,41,50,59,0.1%,0.1%,429
,,MINI,MINI Cooper,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK ,3,4,3,7,5,2,1,4,1,1,-,-,0%,0%,31
,,,MINI Cooper,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK ,-,-,-,-,-,-,4,10,12,7,5,8,0%,0%,46
,,,MINI Cooper 5-Door,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK ,5,7,5,-,1,1,2,3,-,-,-,-,0%,0%,24
,,,MINI Cooper 5-Door,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK ,-,-,-,-,-,-,-,1,1,3,2,1,0%,0%,8
,,,MINI Cooper S 5-Door,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK ,-,2,-,-,-,-,-,-,-,-,1,-,0%,0%,3
,,,MINI Cooper Clubman,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,4,4,CBU,UK ,-,2,2,1,9,3,3,1,2,1,-,1,0%,0%,25
,,,MINI Cooper Cabrio / convertible,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK ,1,1,1,3,6,-,-,2,-,2,1,-,0%,0%,17
,,,MINI Cooper Cabrio / convertible,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK ,-,-,-,-,-,-,-,1,3,2,2,1,0%,0%,9
,,,MINI Cooper Countryman,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,3,4,CBU,UK ,1,4,6,8,8,4,3,11,1,2,2,2,0%,0%,52
,,,MINI Cooper S Countryman,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK ,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,MINI Cooper Countryman,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,-,-,11,9,7,11,5,0%,0%,43
,,MITSUBISHI MOTORS,T-120SS 1.5 CHS,1500,MT,G,42,1760,4875,"5,50-13-8PR",86,1970,3720 X 1560 X 1825,7,4X2,FR,140,3,4,CKD,INA,35,13,48,-,48,22,26,48,-,-,94,2,0.1%,0.1%,336
,,,Mirage 1.2L EXCEED (4X2) AT,1200,AT,G,35,1310,3757,14x 4 1/2J,77,2450,3710 X 1665 X 1500,5,4X2,FF,-,4,4,CBU,Thailand,20,48,-,-,-,-,1,-,-,-,-,-,0%,0%,69
,,,Mirage 1.2L GLS (4X2) AT,1200,AT,G,35,1310,3757,14x 4 1/2J,77,2450,3710 X 1665 X 1500,5,4X2,FF,-,4,4,CBU,Thailand,9,44,6,-,-,-,-,-,-,-,-,1,0%,0%,60
,,,Mirage 1.2L GLX (4X2) MT,1200,MT,G,35,1280,3757,14x 4 1/2J,77,2450,3710 X 1665 X 1500,5,4X2,FF,-,4,4,CBU,Thailand,19,109,4,-,-,-,-,-,-,-,-,-,0%,0%,132
,,,Xpander 1.5L Ultimate (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,4625,2487,4194,3467,3520,1551,3714,3149,3248,1050,2915,2142,7.3%,5.7%,36062
,,,Xpander 1.5L Sport (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,1576,2766,29,568,1100,479,1110,926,1381,344,761,480,2.3%,1.8%,11520
,,,Xpander 1.5L Sport (4X2) M/T,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,477,354,247,0.2%,0.2%,1078
,,,Xpander 1.5L Exceed (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,636,1219,33,697,763,324,134,447,1121,332,232,122,1.2%,1%,6060
,,,Xpander 1.5L Exceed (4X2) M/T,1499,MT,G,45,1780,4812,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,198,898,3038,1859,1733,734,2495,2026,331,2050,627,578,3.4%,2.6%,16567
,,,Xpander 1.5L GLS (4X2) A/T,1499,AT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,345,48,68,0.1%,0.1%,461
,,,Xpander 1.5L GLS (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,-,4,4,CKD,INA,44,10,106,412,384,154,97,240,194,493,129,169,0.5%,0.4%,2432
,,,Xpander 1.5L GLX (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,-,4,4,CKD,INA,-,20,93,94,101,36,20,135,1,317,28,50,0.2%,0.1%,895
,,NISSAN,March 1.2 Mid MT (MC '13),1200,MT,G,41,1345,-,175 / 60 / R15,76,2440,"3,780 x 1,665 x 1,525",5,4X2,-,-,5,4,CBU,Thailand,125,57,33,54,7,18,35,-,19,5,1,7,0.1%,0.1%,361
,,,March 1.2 Mid AT (MC '13),1200,AT,G,41,1345,-,175 / 60 / R15,76,2440,"3,780 x 1,665 x 1,525",5,4X2,-,-,5,4,CBU,Thailand,180,158,126,68,5,19,52,2,1,6,1,6,0.1%,0.1%,624
,,,March 1.2 High AT (MC '13),1200,AT,G,41,1345,-,175 / 60 / R15,76,2440,"3,780 x 1,665 x 1,525",5,4X2,-,-,5,4,CBU,Thailand,35,40,31,5,1,15,24,-,-,7,4,10,0%,0%,172
,,,March 1.5 MT (MC '13),1500,MT,G,41,1345,-,175 / 60 / R15,102,2435,"3,780 x 1,667 x 1,525",5,4X2,-,-,5,4,CBU,Thailand,-,-,1,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,March 1.5 AT (MC '13),1500,AT,G,41,1345,-,175 / 60 / R15,102,2435,"3,780 x 1,667 x 1,525",5,4X2,-,-,5,4,CBU,Thailand,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,New Grand Livina 1.5 SV M/T,1500,MT,G,52,1750,-,185 / 65 / R15,109,2600,"4,485 x 1,695 x 1,595",7,4X2,-,-,5,4,CKD,INA,35,118,159,45,26,26,37,1,18,23,26,26,0.1%,0.1%,540
,,,New Grand Livina 1.5 SV CVT,1500,CVT,G,52,1750,-,185 / 65 / R15,109,2600,"4,485 x 1,695 x 1,595",7,4X2,-,-,5,4,CKD,INA,50,98,106,54,17,30,22,6,23,17,20,25,0.1%,0.1%,468
,,,New Grand Livina 1.5 XV M/T,1500,MT,G,52,1750,-,185 / 65 / R15,109,2600,"4,485 x 1,700 x 1,595",7,4X2,-,-,5,4,CKD,INA,120,70,65,58,2,17,13,2,2,3,10,85,0.1%,0.1%,447
,,,New Grand Livina1.5 XV CVT,1500,CVT,G,52,1750,-,185 / 65 / R15,109,2600,"4,485 x 1,700 x 1,595",7,4X2,-,-,5,4,CKD,INA,50,98,116,45,5,21,1,1,4,9,26,10,0.1%,0.1%,386
,,,New Grand Livina 1.5 XV HWS CVT,1500,CVT,G,52,1750,-,185 / 65 / R15,109,2600,"4,485 x 1,700 x 1,650",7,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,New Grand Livina 1.5 CVT Autech,1500,CVT,G,52,1750,-,185 / 65 / R15,109,2600,"4,485 x 1,700 x 1,650",7,4X2,-,-,5,4,CKD,INA,7,60,78,22,4,5,-,2,3,8,-,7,0%,0%,196
,,,New Grand Livina 1.5 X-Gear M/T,1500,MT,G,52,1750,-,195  /55 / R16,109,2600,"4,540 x 1,735 x 1,650",7,4X2,-,-,5,4,CKD,INA,8,24,28,11,2,1,-,1,-,-,1,-,0%,0%,76
,,,New Grand Livina 1.5 X-Gear CVT,1500,CVT,G,52,1750,-,195  /55 / R16,109,2600,"4,540 x 1,735 x 1,650",7,4X2,-,-,5,4,CKD,INA,10,20,46,11,-,2,-,9,-,-,1,1,0%,0%,100
,,,New Grand Livina HWS M/T,1498,MT,G,52,1750,-,195  /55 / R16,109,2600,"4,540 x 1,735 x 1,650",7,4X2,-,-,5,4,CKD,INA,9,12,27,11,-,-,-,-,1,1,3,3,0%,0%,67
,,,New Grand Livina HWS CVT,1498,CVT,G,52,1750,-,195  /55 / R16,109,2600,"4,540 x 1,735 x 1,650",7,4X2,-,-,5,4,CKD,INA,31,12,96,14,-,-,-,-,-,1,2,1,0%,0%,157
,,,Juke Revolt Grey Interior (MY'14),1499,CVT,G,52,-,-,216 / 55 / R17,"115 / 6,000",2531,"4,135 x 1,765 x 1,566",-,4X2,-,-,5,4,CKD,INA,23,-,17,1,-,-,2,1,1,5,5,3,0%,0%,58
,,,Juke Revolt Red Interior (MY'14),1500,CVT,G,52,-,-,217 / 55 / R17,"116 / 6,000",2532,"4,135 x 1,765 x 1,567",-,4X2,-,-,5,4,CKD,INA,6,2,34,1,2,1,-,-,1,5,3,7,0%,0%,62
,,,Juke Revolt 2,1498,CVT,G,52,-,-,215 / 55 / R17,"114 / 6,000",2530,"4,135 x 1,765 x 1,565",-,4X2,-,-,5,4,CKD,INA,9,4,9,-,-,-,-,1,1,1,1,-,0%,0%,26
,,PROTON,Savvy,1200,MT,G,-,953,-,175/50 R15,74,1410,3710x 1643x 1480,5,4X2,FR,-,4,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,IRIZ Standard,1332,MT,G,40,1150,4,175/65 R14,-,2555,3920x 1722x 1554,4,4X2,FF,-,4,4,CBU,Malaysia,-,-,-,-,-,2,-,-,-,-,-,15,0%,0%,17
,,,IRIZ Standard,1332,AT,G,40,1150,4,175/65 R14,-,2555,3920x 1722x 1554,4,4X2,FF,-,4,4,CBU,Malaysia,-,-,6,1,1,3,-,-,-,-,-,18,0%,0%,29
,,RENAULT,Duster 1.5 dCi,1461,MT,D,50,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,India,-,2,1,12,-,-,-,-,-,-,-,-,0%,0%,15
,,,Duster 1.5 dCi Rx L,1461,MT,D,50,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Duster 1.5 dCi Rx L (CKD),1461,MT,D,50,1710,4.21,215/65 R 16,85,2673,4315 x 1822 x 1695,5,4X2,FF,155,5,4,CKD,INA,-,-,15,96,-,-,-,-,3,-,1,-,0%,0%,115
,,,Kwid,999,MT,G,28,1109,4,155/80 R13,68,2422,3679 x 1579 x 1478,5,4X2,FF,140,5,4,CBU,India,6,5,7,7,23,3,2,-,-,-,-,-,0%,0%,53
,,SUZUKI,Ignis GL MT,1197,MT,G,43,1430,4388,165/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,201,111,2,328,313,281,277,494,121,110,36,86,0.5%,0.4%,2360
,,,Ignis GL AT,1197,MT,G,43,1430,4388,165/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,233,65,5,101,169,61,218,251,175,45,17,6,0.3%,0.2%,1346
,,,Ignis GX MT,1197,MT,G,43,1430,4388,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,547,3,666,138,825,320,337,482,317,237,64,163,0.8%,0.6%,4099
,,,Ignis GX AT,1197,AT,G,43,1430,4375,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,941,412,843,199,623,272,477,660,676,388,269,237,1.2%,0.9%,5997
,,,New Ertiga GA,1373,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,241,170,66,138,3,-,-,-,-,-,-,-,0.1%,0.1%,618
,,,New Ertiga GL,1373,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,1626,1814,948,914,19,-,-,-,-,-,-,-,1.1%,0.8%,5321
,,,New Ertiga GX,1373,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,570,1121,265,87,3,-,-,-,-,-,-,-,0.4%,0.3%,2046
,,,New Ertiga GL AT,1373,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,236,322,401,404,5,-,-,-,-,-,-,-,0.3%,0.2%,1368
,,,New Ertiga GX AT,1373,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,232,427,299,141,11,-,-,-,-,-,-,-,0.2%,0.2%,1110
,,,New Ertiga DREZA,1373,MT,G,45,1765,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,116,120,86,18,-,-,-,-,-,-,-,-,0.1%,0.1%,340
,,,New Ertiga DREZA AT,1373,AT,G,45,1775,4545,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,52,78,78,44,1,-,-,-,-,-,-,-,0.1%,0%,253
,,,New Ertiga Diesel GX Hybrid,1248,MT,D,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CBU,India,150,171,169,148,2,-,-,-,-,-,-,-,0.1%,0.1%,640
,,,All New Ertiga GA,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,73,43,37,43,108,0.1%,0%,304
,,,All New Ertiga GL MT,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,1278,657,592,311,197,545,538,1723,1.2%,0.9%,5841
,,,All New Ertiga GX MT,1462,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,1612,203,281,910,712,826,725,537,1.2%,0.9%,5806
,,,All New Ertiga GL AT,1462,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,354,515,671,181,73,216,185,3,0.4%,0.3%,2198
,,,All New Ertiga GX AT,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,1161,553,704,968,700,876,786,971,1.4%,1.1%,6719
,,,All New Ertiga GX-ESP MT,1462,AT,G,45,1775,4545,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,1,4,5,1,0%,0%,11
,,,All New Ertiga GX-ESP AT,1462,MT,G,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CBU,-,-,-,-,-,-,1,-,-,1,9,6,-,0%,0%,17
,,,Neo Baleno,1490,MT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,INA,227,13,317,166,191,120,154,279,54,-,-,62,0.3%,0.2%,1583
,,,Neo Baleno AT,1490,AT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,INA,477,298,532,397,370,385,749,329,-,-,1,332,0.8%,0.6%,3870
,,,New SX4 S-Cros,1490,MT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,58,26,55,103,81,8,21,48,40,61,51,39,0.1%,0.1%,591
,,,New SX4 S-Cros AT,1490,AT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,26,111,226,261,256,123,188,200,189,192,198,128,0.4%,0.3%,2098
,,,Carry 1.5 GX,1493,MT,G,42,2085,4875,175/70 R13,78.8,1970,3875 X 1570 X 1915,3,4X2,FR,-,5,4,CKD,INA,11,13,18,23,15,4,42,21,17,13,37,15,0%,0%,229
,,,APV-GE,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,51,114,77,157,120,80,158,97,132,153,114,49,0.3%,0.2%,1302
,,,APV-GL,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,55,68,78,93,95,52,108,110,74,37,-,14,0.2%,0.1%,784
,,,APV-GX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,47,64,70,137,187,96,51,37,-,48,49,29,0.2%,0.1%,815
,,,APV-GX AT,1495,AT,G,46,1950,5375,195/65 R15,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,APV SGX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,7,4X2,FR,-,5,4,CKD,INA,48,71,68,110,57,42,71,96,69,75,88,-,0.2%,0.1%,795
,,TOYOTA,ALL New Avanza 1.3 E BMC 2015,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,1033,1119,1135,1021,1129,706,1266,1142,1083,1385,1217,1159,2.7%,2.1%,13395
,,,ALL New Avanza 1.3 E A/T BMC 2015,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,261,315,269,140,87,65,184,184,164,228,52,107,0.4%,0.3%,2056
,,,ALL New Avanza 1.3 G BMC 2015,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,3140,2779,3005,3210,3179,2025,2677,2036,2593,3687,3430,3260,7.1%,5.5%,35021
,,,ALL New Avanza 1.3 G A/T BMC 2015,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,559,522,507,356,357,205,403,388,337,473,95,262,0.9%,0.7%,4464
,,,ALL New Avanza 1.5 G,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,160,159,150,78,48,37,110,98,96,188,119,96,0.3%,0.2%,1339
,,,ALL New Avanza VELOZ 1.3 BMC 2015,1329,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,415,397,466,469,414,326,489,452,428,502,500,436,1.1%,0.8%,5294
,,,ALL New Avanza VELOZ 1.3 A/T BMC 2015,1329,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,256,207,196,140,104,78,150,179,180,201,44,76,0.4%,0.3%,1811
,,,ALL New Avanza VELOZ 1.5 BMC 2015,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,1154,826,954,896,822,626,1015,932,890,1346,1416,538,2.3%,1.8%,11415
,,,ALL New Avanza VELOZ 1.5 A/T BMC 2015,1495,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,550,392,400,296,287,193,331,345,357,405,120,325,0.8%,0.6%,4001
,,,Avanza 1.3 A/T Transmover,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,15,57,15,311,50,387,141,454,23,943,560,415,0.7%,0.5%,3371
