1   SEDAN TYPE SALES                                                                                                              `JAN DEC 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,SHARE BY BRAND,MARKET SHARE,TOTAL 2020
,,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,DAIHATSU,Grand New  Xenia 1.3 X MT,1329,MT,G,45,1120,5125,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,846,940,753,43,-,4,18,33,197,208,200,217,1.6%,1.3%,"3,459"
,,,Grand New  Xenia 1.3 X AT,1329,AT,G,45,1130,5571,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,78,101,92,8,-,1,5,13,44,29,21,10,0.2%,0.1%,402
,,,Grand New  Xenia 1.3 R MT,1329,MT,G,45,1110,5125,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,875,"1,009",682,34,-,5,12,19,77,78,152,139,1.4%,1.1%,"3,082"
,,,Grand New  Xenia 1.3 R AT,1329,AT,G,45,1120,5571,185/70R14,97,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,108,121,117,8,-,1,5,9,70,49,11,10,0.2%,0.2%,509
,,,Grand New  Xenia 1.5 R MT,1496,MT,G,45,1120,4875,185/70R14,104,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,20,30,30,2,-,-,1,1,8,6,53,-,0.1%,0.1%,151
,,,Grand New  Xenia 1.5 R AT,1496,AT,G,45,1130,5125,185/70R14,104,2655,4190X1660X1695,7,4X2,FR,0,5,4,CKD,INA,14,5,10,1,-,-,-,-,-,4,-,-,0.0%,0.0%,34
,,,All New  Sirion 1.3 MT 2018,1298,MT,G,40,930,4267,175/65R14,90,2440,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,20,10,30,-,-,-,-,-,10,-,20,-,0.0%,0.0%,90
,,,All New  Sirion 1.3 AT 2018,1298,AT,G,40,940,4032,175/65R14,90,2440,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,-,60,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,60
,,,All New  Sirion 1.3 MT 2020,1298,MT,G,40,930,4267,175/65R14,90,2440,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,All New  Sirion 1.3 AT 2020,1298,AT,G,40,940,4032,175/65R14,90,2440,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,-,-,160,-,-,-,-,20,20,-,40,-,0.1%,0.1%,240
,,,Gran Max  BV,1298,MT,G,43,2000,5125,165R13-8PR,88,2650,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,866,768,624,41,-,1,28,457,574,698,783,400,2.5%,1.9%,"5,240"
,,,"Gran Max  BV  1,5",1500,MT,G,43,2000,5125,165R13-8PR,88,2650,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Gran Max  HI FF,1298,MT,G,43,1840,5125,165R13-8PR,88,2650,4045X1665X1900,8,4X2,FR,-,5,4,CKD,INA,87,95,89,9,-,-,19,94,200,115,77,52,0.4%,0.3%,837
,,,Gran Max  HI,1298,MT,G,43,1840,5125,165R13-8PR,88,2650,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,204,195,239,18,-,2,25,237,366,246,97,106,0.8%,0.6%,"1,735"
,,,Gran Max  HI,1495,MT,G,43,1840,4875,165R13-8PR,88,2650,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,116,114,123,12,-,1,16,87,169,105,29,47,0.4%,0.3%,819
,,,Luxio 1.5 D (New ),1495,MT,G,43,1290,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,39,33,72,3,-,-,3,63,74,45,45,33,0.2%,0.1%,410
,,,Luxio 1.5 X MT (New ),1495,MT,G,43,1320,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,82,171,160,4,-,1,7,113,173,92,52,73,0.4%,0.3%,928
,,,Luxio 1.5 X AT (New ),1495,AT,G,43,1320,5152,195/65R15,97,2650,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,24,30,36,1,-,1,4,58,49,17,9,9,0.1%,0.1%,238
,,,All New  Terios  X MT,1496,MT,G,45,1245,5571,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,701,937,"1,229",77,-,28,131,630,614,466,511,580,2.8%,2.1%,"5,904"
,,,All New  Terios  X AT,1496,AT,G,45,1255,5857,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,253,134,247,23,-,7,41,127,183,127,94,59,0.6%,0.5%,"1,295"
,,,All New  Terios  R,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,97,332,989,57,-,23,114,340,491,333,240,305,1.6%,1.2%,"3,321"
,,,All New  Terios  R,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,336,198,437,35,-,15,58,83,224,211,110,91,0.8%,0.7%,"1,798"
,,,All New  Terios  Custom MT,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,-,5,5,-,-,-,-,4,-,-,2,1,0.0%,0.0%,17
,,,All New  Terios  Custom AT,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,7,5,5,-,-,-,1,6,2,1,-,-,0.0%,0.0%,27
,,DFSK,GLORY  I-AUTO,1498,AT,G,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,INA,-,-,-,-,27,14,27,54,41,11,7,17,0.1%,0.1%,198
,,,GLORY  580 1.5T A/T CVT COMFORT,1498,AT,G,58,2035,-,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,GLORY  580 1.5 M/T COMFORT,1498,MT,G,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,1,1,-,0.0%,0.0%,2
,,,GLORY  580 1.5T M/T LUXURY,1498,MT,G,58,2035,-,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,7,-,-,-,1,-,-,-,-,-,-,0.0%,0.0%,8
,,,GLORY  580 1.5T A/T CVT LUXURY,1498,AT,G,58,2035,-,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,8,7,6,1,-,2,2,4,1,3,-,1,0.0%,0.0%,35
,,,GLORY  560 1.5T 6M/T BASIC,1498,MT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,15,15,7,2,1,-,1,1,1,5,7,20,0.0%,0.0%,75
,,,GLORY  560 1.5T 6M/T COMFORT,1498,MT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,GLORY  560 1.5T 6M/T LUXURY,1498,MT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,18,6,5,-,-,-,-,-,-,-,-,-,0.0%,0.0%,29
,,,GLORY  560 1.5T A/T CVT LUXURY,1498,AT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,39,43,24,2,-,1,-,13,8,8,12,12,0.1%,0.1%,162
,,,GELORA  Blind Van (4X2) M/T,1498,MT,G,55,-,-,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,3,19,7,29,0.0%,0.0%,58
,,,GELORA  C36 MINI BUS 1.5 (4X2) M/T,1498,MT,G,55,-,-,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,3,0.0%,0.0%,3
,,HONDA,Brio RS,1198,MT,G,35,960,-,-,88,2345,3610 x  1680 x  1485,5,4X2,FF,-,5,4,CKD,INA,356,334,322,39,25,100,22,320,279,248,371,260,1.3%,1.0%,"2,676"
,,,Brio RS,1198,CVT,G,35,960,-,-,88,2345,3610 x  1680 x  1485,5,4X2,FF,-,5,4,CKD,INA,"1,256","1,125",960,238,17,233,66,582,"1,154",833,732,"1,028",3.9%,3.0%,"8,224"
,,,All New  CR-V,1500,CVT,G,58,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,171,182,41,6,-,6,5,2,6,48,141,129,0.3%,0.3%,737
,,,All New  CR-V  Prestige,1500,CVT,G,58,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,711,734,514,32,-,47,128,138,82,497,617,537,1.9%,1.5%,"4,037"
,,,HR-V  A,1497,MT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,HR-V  S,1497,MT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,117,116,123,4,1,5,7,11,22,29,39,12,0.2%,0.2%,486
,,,HR-V  S,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,30,61,57,3,9,10,22,7,4,8,2,37,0.1%,0.1%,250
,,,HR-V  E,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,736,806,788,-,-,3,45,146,177,252,365,334,1.7%,1.3%,"3,652"
,,,HR-V  E+,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,"1,465","1,245","1,530",80,1,69,183,220,130,688,"1,102","1,054",3.6%,2.8%,"7,767"
,,,CIVIC 5D E,1500,CVT,G,65,1322,-,17 x  7J,-,2700,4501 x  2075 x  1421,-,4X2,FF,-,5,4,CBU,Thailand,-,227,142,30,8,39,88,96,95,68,82,111,1.6%,0.4%,986
,,,All New  Jazz  S 15,1497,CVT,G,42,-,-,16 x  6J,120,2500,3920 x  1695 x  1525,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,50,2,8,0.0%,0.0%,60
,,,All New  Jazz  RS 15,1497,MT,G,42,-,-,16 x  6J,120,2500,3920 x  1695 x  1525,5,4X2,FF,-,5,4,CKD,INA,169,170,206,10,-,7,33,26,33,57,141,58,0.4%,0.3%,910
,,,All New  Jazz  RS 15,1497,CVT,G,42,-,-,16 x  6J,120,2500,3920 x  1695 x  1525,5,4X2,FF,-,5,4,CKD,INA,"1,200",439,891,81,6,115,171,190,45,639,498,177,2.1%,1.6%,"4,452"
,,,New  Mobilio S,1497,MT,G,42,-,-,15,118,2650,4386 x  1683 x  1603,7,4X2,FF,-,5,4,CKD,INA,623,320,572,29,-,-,15,13,139,150,147,216,1.0%,0.8%,"2,224"
,,,New  Mobilio E,1497,MT,G,42,-,-,15,118,2650,4386 x  1683 x  1603,7,4X2,FF,-,5,4,CKD,INA,266,350,249,12,-,-,4,7,23,57,50,71,0.5%,0.4%,"1,089"
,,,New  Mobilio E,1497,CVT,G,42,-,-,15,118,2650,4386 x  1683 x  1603,7,4X2,FF,-,5,4,CKD,INA,453,309,462,8,-,2,6,5,19,91,98,48,0.7%,0.5%,"1,501"
,,,New  Mobilio RS,1497,MT,G,42,-,-,15,118,2650,4386 x  1683 x  1603,7,4X2,FF,-,5,4,CKD,INA,59,51,67,-,-,-,1,1,-,1,-,-,0.1%,0.1%,180
,,,New  Mobilio RS,1497,CVT,G,42,-,-,15,118,2650,4386 x  1683 x  1603,7,4X2,FF,-,5,4,CKD,INA,179,138,208,29,-,-,-,1,8,19,63,29,0.3%,0.2%,674
,,,BR-V  S,1500,MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,BR-V  E+,1500,MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,51,65,96,2,-,3,6,3,7,3,42,22,0.1%,0.1%,300
,,,BR-V  E+,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,102,134,132,18,-,-,9,15,4,34,79,41,0.3%,0.2%,568
,,,BR-V  E Prestige,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,149,84,220,42,-,-,4,16,10,9,52,14,0.3%,0.2%,600
,,HYUNDAI - HIM,Grand i10,1200,MT,G,35,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,India,1,-,-,-,-,-,2,-,1,-,-,-,0.0%,0.0%,4
,,KIA,Picanto EX,1248,AT,G,35,1350,4336,165/60 R14,"64,4/6000 (kW/rpm)",2385,3592 x  1595 x  1480,5,4X2,FF,-,5,4,CBU,Korea,-,-,1,-,-,-,-,1,-,-,-,-,0.0%,0.0%,2
,,,Picanto EX,1248,MT,G,35,1350,4056,165/60 R14,"64,4/6000 (kW/rpm)",2385,3592 x  1595 x  1480,5,4X2,FF,-,5,4,CBU,Korea,-,1,1,1,-,-,-,-,-,1,-,4,0.0%,0.0%,8
,,,Picanto GT-Line,1248,AT,G,35,1350,4336,165/60 R14,"64,4/6000 (kW/rpm)",2385,3592 x  1595 x  1480,5,4X2,FF,-,5,4,CBU,Korea,1,1,1,-,1,6,5,5,2,2,4,15,0.0%,0.0%,43
,,,Picanto GT-Line,1248,MT,G,35,1350,4336,165/60 R14,"64,4/6000 (kW/rpm)",2385,3592 x  1595 x  1480,5,4X2,FF,-,5,4,CBU,Korea,-,1,-,-,-,-,-,-,-,-,-,9,0.0%,0.0%,10
,,,All New  Rio,1396,AT,G,43,1600,4375,185/65 R15,79/6300 (kW/rpm),2570,4045 x  1720 x  1455,5,4X2,FF,-,5,4,CBU,Korea,4,3,1,-,-,3,1,6,3,1,7,2,0.0%,0.0%,31
,,,All New  Rio,1396,MT,G,43,1600,4059,185/65 R15,79/6300 (kW/rpm),2570,4045 x  1720 x  1455,5,4X2,FF,-,5,4,CBU,Korea,-,-,-,-,-,-,-,-,1,-,-,11,0.0%,0.0%,12
,,,Seltos  EXP,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x  1800 x  1620,5,4X2,FF,7,5,4,CBU,Korea,34,116,63,11,1,5,54,53,28,24,12,39,39.6%,9.3%,440
,,,Seltos  EX,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x  1800 x  1620,5,4X2,FF,7,5,4,CBU,Korea,-,-,-,4,5,6,2,3,7,1,4,10,3.8%,0.9%,42
,,,Seltos  E,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x  1800 x  1620,5,4X2,FF,7,5,4,CBU,Korea,-,-,-,-,-,-,1,-,1,-,-,-,0.2%,0.0%,2
,,,Sonet Premiere,1500,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x  1800 x  1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,59,-,5.3%,1.2%,59
,,MAZDA,Mazda 2 R AT IPM,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x  1695 x  1475,5,4X2,FF,-,5,4,CBU,Thailand,12,3,-,1,-,1,1,5,-,-,1,-,2.2%,0.5%,24
,,,Mazda 2 GT AT IPM,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x  1695 x  1475,5,4X2,FF,-,5,4,CBU,Thailand,55,54,43,13,4,28,67,55,40,15,37,47,41.2%,9.6%,458
,,,Mazda 2 Elite AT IPM,1498,AT,G,44,-,-,185/60R16,111,2570,4065 x  1695 x  1495,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,5,1,0.5%,0.1%,6
,,MORRIS GARAGE,ZS Excite,1498,AT,G,48,1258,-,205/60 R16,114,2585,4314 x  1809 x  1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,4,0.4%,0.1%,4
,,,ZS Ignite,1498,AT,G,48,1258,-,215/50 R17,114,2585,4314 x  1809 x  1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,200,18.0%,4.2%,200
,,,HS Excite,1490,AT,G,55,1510,-,215/60 R17,162,2720,4574 x  1876 x  1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,6,0.5%,0.1%,6
,,,HS Ignite,1490,AT,G,55,1510,-,235/50 R18,162,2720,4574 x  1876 x  1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,167,15.0%,3.5%,167
,,MINI,Cooper,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Cooper,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK,1,-,3,-,1,2,2,3,9,4,2,4,2.8%,0.7%,31
,,,Cooper 5-Door,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Cooper 5-Door,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK,-,-,1,-,-,1,3,-,-,1,1,2,0.8%,0.2%,9
,,,Cooper S 5-Door,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Cooper Clubman,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,4,4,CBU,UK,1,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,Cooper Cabrio / convertible,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Cooper Cabrio / convertible,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK,9,4,-,-,1,1,1,2,1,1,2,1,0.0%,0.0%,23
,,,Cooper Countryman,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,13,4,-,-,1,5,6,5,6,6,9,0.0%,0.0%,55
,,,Cooper Countryman,1499,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,1,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,MITSUBISHI MOTORS,Mirage 1.2L GLX (4X2) MT,1200,MT,G,35,1280,3757,14x4 1/2J,77,2450,3710 X 1665 X 1500,5,4X2,FF,-,4,4,CBU,410,-,-,1,-,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,Eclipse Cross,1499,AT,G,63,2100,-,225/55 R18,150,2670,4405 X 1805 X 1674,5,4X2,FF,-,4,4,CBU,411,39,27,37,14,4,8,26,18,21,9,21,19,0.1%,0.1%,243
,,,Xpander 1.5L Ultimate (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,128,"1,075",623,"1,165",65,27,76,159,205,227,183,344,497,2.2%,1.7%,"4,646"
,,,Xpander 1.5L Sport (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,499,679,379,42,21,37,101,120,198,106,179,262,1.2%,1.0%,"2,623"
,,,Xpander 1.5L Sport (4X2) M/T,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,30,469,335,24,8,28,72,94,123,112,136,243,0.8%,0.6%,"1,674"
,,,Xpander 1.5L Exceed (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,353,256,219,46,7,20,86,47,52,145,148,189,0.7%,0.6%,"1,568"
,,,Xpander 1.5L Exceed (4X2) M/T,1499,MT,G,45,1780,4812,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,18,433,411,582,44,83,20,156,139,105,203,219,145,1.2%,0.9%,"2,540"
,,,Xpander 1.5L GLS (4X2) A/T,1499,AT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,0,4,4,CKD,INA,30,37,33,5,19,9,9,143,118,215,26,34,0.3%,0.2%,678
,,,Xpander 1.5L GLS (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,-,4,4,CKD,INA,232,94,44,8,5,11,46,51,119,32,69,209,0.4%,0.3%,920
,,,Xpander 1.5L GLX (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,-,4,4,CKD,INA,-,15,40,10,3,4,4,5,18,12,18,15,0.1%,0.1%,144
,,,Xpander Cross  1.5L PREMIUM (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,"1,822",667,"1,058",71,47,152,377,451,256,353,780,703,3.2%,2.4%,"6,737"
,,,Xpander Cross  1.5L (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,256,492,148,20,14,51,86,124,247,423,506,519,1.4%,1.0%,"2,886"
,,,Xpander Cross  1.5L (4X2) M/T,1499,MT,G,45,1840,4812,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,266,203,470,45,34,85,71,82,224,70,154,242,0.9%,0.7%,"1,946"
,,MERCEDES-BENZ - PC,A  200 Progressive ( W177),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x  1,992 x  1,440",5,4X2,FF,-,5,4,CBU,-,5,1,2,-,-,-,2,-,4,4,5,-,0.0%,0.0%,23
,,,B 200 Progressive ( W247),1332,AT,G,43,1960,7,205/55 R17,163,2729,"4,419 x  2,020 x  1,562",5,4X2,FF,-,5,4,CBU,-,1,-,-,-,-,-,1,2,-,-,-,-,0.0%,0.0%,4
,,,GLA  200 Progressive Line ( H247),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x  1,992 x  1,440",5,4X2,FF,-,5,4,CBU,-,-,-,-,-,-,-,-,-,20,8,14,-,0.0%,0.0%,42
,,,GLB 200 Progressive Line ( X247),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x  1,992 x  1,440",5,4X2,FF,-,5,4,CBU,-,-,-,-,-,-,-,-,-,42,28,40,-,0.1%,0.0%,110
,,NISSAN,Livina E,1498,MT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,2,2,2,-,1,-,1,-,-,-,-,-,0.0%,0.0%,8
,,,Livina EL A/T,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,81,100,-,-,-,-,-,-,-,-,-,-,0.1%,0.1%,181
,,,Livina EL M/T,1498,MT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,28,6,-,-,-,1,3,642,-,-,-,-,0.3%,0.2%,680
,,,Livina VE,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,95,148,93,2,2,33,104,"2,631",239,-,-,-,1.6%,1.2%,"3,347"
,,,Livina VL,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,200,267,164,6,3,17,6,"3,065","1,138",-,-,-,2.3%,1.8%,"4,866"
,,,KICKS E-POWER,1200,AT,HYBRID,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,-,-,-,43,37,43,30,0.1%,0.1%,153
,,,Juke Revolt Grey  Interior (MY'14),1499,CVT,G,52,-,-,216 / 55 / R17,"115 / 6,000",2531,"4,135 x  1,765 x  1,566",-,4X2,-,-,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,2
,,,Juke Revolt Red Interior (MY'14),1500,CVT,G,52,-,-,217 / 55 / R17,"116 / 6,000",2532,"4,135 x  1,765 x  1,567",-,4X2,-,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,Juke Revolt 2,1498,CVT,G,52,-,-,215 / 55 / R17,"114 / 6,000",2530,"4,135 x  1,765 x  1,565",-,4X2,-,-,5,4,CKD,INA,1,-,1,-,-,-,-,-,-,-,-,-,0.0%,0.0%,2
,,RENAULT,Kw id,1000,MT,G,28,1109,4,155/80 R13,68,2422,3679 x  1579 x  1478,5,4X2,FF,140,5,4,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Kw id Climber,1000,MT,G,28,1109,4,155/80 R13,68,2422,3679 x  1579 x  1478,5,4X2,FF,140,5,4,CBU,-,5,4,3,-,-,-,-,-,-,-,-,-,0.0%,0.0%,12
,,,New  Kw id,1000,MT,G,28,1109,4,155/80 R13,68,2422,3679 x  1579 x  1478,5,4X2,FF,140,5,4,CBU,-,-,-,-,-,1,1,1,2,-,-,-,-,0.0%,0.0%,5
,,,New  Kw id Climber,1000,AT,G,28,1109,-,-,-,-,-,5,4X2,FF,140,5,4,CBU,-,-,-,-,-,2,7,10,13,9,20,5,4,0.0%,0.0%,70
,,,Triber RXL MT,1000,MT,G,28,1109,0,-,0,0,-,7,4X2,FF,140,5,4,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Triber RXT MT,1000,MT,G,28,1109,0,-,0,0,-,7,4X2,FF,140,5,4,CBU,-,-,-,9,2,5,2,1,3,-,-,-,1,0.0%,0.0%,23
,,,Triber RXT AT,1000,AT,G,28,1109,0,-,0,0,-,7,4X2,FF,140,5,4,CBU,-,-,-,-,-,-,-,-,-,-,-,1,-,0.0%,0.0%,1
,,,Triber RXZ MT,1000,MT,G,28,1109,0,-,0,0,-,7,4X2,FF,140,5,4,CBU,-,-,-,-,-,7,5,12,21,11,16,5,5,0.0%,0.0%,82
,,,Triber RXZ AT,1000,AT,G,28,1109,0,-,0,0,-,7,4X2,FF,140,5,4,CBU,-,-,-,-,-,-,-,-,-,-,66,21,36,0.1%,0.0%,123
,,SUZUKI,Ignis  GL MT,1197,MT,G,43,1430,4388,165/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,180,106,10,12,12,13,26,18,48,20,30,23,0.2%,0.2%,498
,,,Ignis  GL AT,1197,AT,G,43,1430,4388,165/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,106,74,-,11,5,24,17,25,32,14,15,26,0.2%,0.1%,349
