1   SEDAN TYPE SALES                                                                                                              `JAN DEC 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,SHARE BY BRAND,MARKET SHARE,TOTAL 2020
,,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,,Ignis  GX MT,1197,MT,G,43,1430,4388,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,91,-,26,28,12,13,29,39,74,21,19,27,0.2%,0.1%,379
,,,Ignis  GX AT,1197,AT,G,43,1430,4375,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,124,-,41,47,20,49,63,75,106,42,43,57,0.3%,0.2%,667
,,,All New  Ertiga 02 GA,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,18,20,14,1,-,2,14,3,2,102,9,-,0.1%,0.1%,185
,,,All New  Ertiga 02 GL MT,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,"1,248",263,31,25,10,15,143,74,91,83,193,354,1.2%,0.9%,"2,530"
,,,All New  Ertiga 02 GX MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,592,214,22,1,1,22,60,81,84,93,173,238,0.7%,0.6%,"1,581"
,,,All New  Ertiga 02 GL AT,1462,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,145,129,18,4,5,10,40,25,37,53,57,60,0.3%,0.2%,583
,,,All New  Ertiga 02 GX AT,1462,AT,G,45,1765,4545,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,337,198,52,2,61,45,68,74,80,96,191,185,0.7%,0.5%,"1,389"
,,,All New  Ertiga SS MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,204,49,10,1,2,10,21,21,16,39,54,46,0.2%,0.2%,473
,,,All New  Ertiga SS AT,1462,AT,G,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,309,73,13,4,-,15,37,44,36,41,91,112,0.4%,0.3%,775
,,,XL-7 ZETA  MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,43,145,111,8,5,18,60,38,51,47,110,43,0.3%,0.2%,679
,,,XL-7 ZETA  AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,23,165,74,2,-,4,23,6,21,20,42,49,0.2%,0.2%,429
,,,XL-7 BETA  MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,263,521,217,17,9,33,99,82,68,100,192,282,0.9%,0.7%,"1,883"
,,,XL-7 BETA  AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,220,682,331,13,31,135,237,178,82,171,236,408,1.3%,1.0%,"2,724"
,,,XL-7 ALPHA  MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,19,186,97,70,51,65,79,151,102,93,152,195,0.6%,0.5%,"1,260"
,,,XL-7 ALPHA  AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,67,521,300,157,100,152,196,309,193,136,257,464,1.3%,1.0%,"2,852"
,,,New  Baleno,1490,MT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,119,30,55,2,6,16,23,26,44,25,36,60,0.2%,0.2%,442
,,,New  Baleno AT,1490,AT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,444,298,227,14,26,80,131,179,247,47,100,186,0.9%,0.7%,"1,979"
,,,New  SX4 S-Cros,1490,MT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,-,-,-,-,-,1,-,2,3,1,3,1,0.0%,0.0%,11
,,,New  SX4 S-Cros  AT,1490,AT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,118,102,54,8,9,34,51,49,46,41,51,16,0.3%,0.2%,579
,,,APV-GE,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,107,189,245,101,32,115,65,60,129,94,57,51,0.6%,0.5%,"1,245"
,,,APV-GL,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,71,83,111,80,27,39,58,55,92,43,72,41,0.4%,0.3%,772
,,,APV-GX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,124,43,89,73,43,43,57,38,81,71,89,51,0.4%,0.3%,802
,,,APV-GX AT,1495,AT,G,46,1950,5375,195/65 R15,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,APV  SGX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,7,4X2,FR,-,5,4,CKD,INA,32,52,25,39,34,47,65,28,29,39,26,8,0.2%,0.2%,424
,,TOYOTA,All New  Avanza 1.3 E A/T BMC 2015,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,1,0.0%,0.0%,1
,,,All New  Avanza 1.3 G BMC 2015,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,2,1,-,-,-,-,1,(1),-,-,-,1,0.0%,0.0%,4
,,,All New  Avanza 1.3 G A/T BMC 2015,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,1,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,All New  Avanza Veloz  1.3 BMC 2015,1329,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,1,-,-,-,-,0.0%,0.0%,1
,,,All New  Avanza Veloz  1.3 A/T BMC 2015,1329,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,All New  Avanza Veloz  1.5 BMC 2015,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,1,1,-,-,-,-,2,-,-,-,-,0.0%,0.0%,4
,,,All New  Avanza Veloz  1.5 A/T BMC 2015,1495,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Avanza 1.3 A/T Transmover,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,297,332,458,14,-,-,18,-,-,-,-,-,0.5%,0.4%,"1,119"
,,,New  Avanza 1.3 E 2019,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,914,"1,339",961,43,-,10,145,39,21,59,196,240,1.9%,1.4%,"3,967"
,,,New  Avanza 1.3 E A/T 2019,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,135,150,127,7,3,4,19,6,52,69,59,73,0.3%,0.3%,704
,,,New  Avanza 1.3 G 2019,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,"3,427","2,630","2,786",62,12,145,515,169,256,"1,412","1,864","1,417",6.9%,5.3%,"14,695"
,,,New  Avanza 1.3 G A/T 2019,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,439,749,659,22,4,53,60,26,309,278,336,528,1.6%,1.3%,"3,463"
,,,New  Avanza 1.5 G 2019,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,54,74,50,12,2,1,15,8,48,42,38,22,0.2%,0.1%,366
,,,New  Avanza Veloz  1.3 2019,1329,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,395,404,580,28,7,62,136,25,109,423,342,236,1.3%,1.0%,"2,747"
,,,New  Avanza Veloz  1.3 A/T 2019,1329,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,118,101,204,12,10,11,32,15,90,128,184,136,0.5%,0.4%,"1,041"
,,,New  Avanza Veloz  1.5 2019,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,613,993,944,39,14,95,85,109,738,325,639,794,2.5%,2.0%,"5,388"
,,,New  Avanza Veloz  1.5 A/T 2019,1495,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,206,308,316,37,39,20,82,72,365,155,230,423,1.1%,0.8%,"2,253"
,,,Sienta G 1.5,1497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,4,-,2,-,-,-,1,-,1,2,3,-,0.0%,0.0%,13
,,,Sienta G 1.5 CVT,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,5,1,-,-,-,-,1,0.0%,0.0%,7
,,,Sienta V  1.5,1497,MT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,5,4,7,2,-,-,5,(1),3,5,5,-,0.0%,0.0%,35
,,,Sienta V  1.5 CVT,1497,AT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,17,42,39,6,1,1,12,6,18,14,45,7,0.1%,0.1%,208
,,,Sienta Q 1.5 CVT,1497,AT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,5,22,17,6,3,7,-,1,11,11,22,2,0.1%,0.0%,107
,,,Sienta V  1.5 CVT Welcab,1497,A/T,G,-,-,-,195/50 R16,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,2,10,5,6,0.0%,0.0%,23
,,,New  Rush 1.5 S MT Mi TRD Sportivo Ultimo,1500,AT,G,45,1200,5857,235/60R16,109 / 6000,2685,4420X1745X1740,7,4X2,FR,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,New  Rush 1.5 S MT Mi TRD Sportivo Ultimo AT,1500,AT,G,45,1200,5857,235/60R16,109 / 6000,2685,4420X1745X1740,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,1,-,-,-,-,-,0.0%,0.0%,1
,,,ALL New  Rush 1.5 G,1496,MT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,425,258,215,16,7,9,53,155,170,223,68,145,0.8%,0.6%,"1,744"
,,,ALL New  Rush   1.5 G A/T,1496,AT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,224,117,56,7,7,13,25,143,163,267,100,96,0.6%,0.4%,"1,218"
,,,ALL New  Rush 1.5 TRD Sportivo,1496,MT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,"2,011","1,570","2,251",106,49,234,291,"1,154","1,672","1,320","1,407","1,784",6.5%,5.0%,"13,849"
,,,ALL New  Rush 1.5 TRD Sportivo A/T,1496,AT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,"1,838","1,351","1,780",89,51,204,300,762,"1,308","1,467","1,270","2,128",5.9%,4.5%,"12,548"
,,,All New Yaris  1.5   Haykers,1500,MT,G,42,1075,4237,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-,0.0%,0.0%,1
,,,All New Yaris  1.5   Haykers  AT,1500,AT,G,42,1075,4237,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,New  Yaris  1.5 E,1496,MT,G,42,1055,4058,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,1,-,-,-,-,-,0.0%,0.0%,1
,,,New  Yaris  1.5 E CVT,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,New  Yaris  1.5 G,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,10,7,-,-,-,-,-,-,-,-,-,0.0%,0.0%,17
,,,New  Yaris  1.5 G CVT,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,81,73,41,4,-,2,3,-,-,-,-,-,0.1%,0.1%,204
,,,New  Yaris  1.5 TRD Sportivo,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,92,135,88,18,4,-,5,-,-,-,-,-,0.2%,0.1%,342
,,,New  Yaris  1.5 TRD Sportivo CVT,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,674,586,425,80,7,37,15,(1),-,-,-,-,0.9%,0.7%,"1,823"
,,,New  Yaris  1.5 G 3 Airbag,1496,MT,G,42,1055,4058,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,15,9,4,1,0.0%,0.0%,29
,,,New  Yaris  1.5 G 7 Airbag,1496,MT,G,42,1055,4058,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,New  Yaris  1.5 G CVT 3 Airbag,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,25,41,33,37,0.1%,0.0%,136
,,,New  Yaris  1.5 G CVT 7 Airbag,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,New  Yaris  1.5 TRD 3 Airbag,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,72,90,48,14,0.1%,0.1%,224
,,,New  Yaris  1.5 TRD 7 Airbag,1496,MT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,New  Yaris  1.5 TRD CVT 3 Airbag,1496,AT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,345,355,267,272,0.6%,0.4%,"1,239"
,,,New  Yaris  1.5 TRD CVT 7 Airbag,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,115,133,126,166,0.3%,0.2%,540
,,VOLKSWAGEN,Polo 1.2 GT TSI AT,1200,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,10,20,12,4,-,3,11,2,1,3,7,4,0.0%,0.0%,77
,,,Tiguan 1.4 AT,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x  1809 x  1703,-,4X2,FF,193,5,4,CBU,Germany,1,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,Tiguan 1.4,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x  1809 x  1703,-,4X2,FF,193,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Tiguan Allspace 1.4 TSI AT,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x  1809 x  1703,-,4X2,FF,193,5,4,CKD,INA,112,94,36,5,3,13,48,15,12,15,18,25,0.2%,0.1%,396
,,,T o u r a n,1400,AT,G,-,1568,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,WULING,Confero S 1.5,1500,MT,G,42,-,4.889,195/60 R15,107,2720,4493X1691X1715,-,4X2,FR,-,5,4,CKD,INA,129,305,286,1,2,1,4,33,84,137,130,624,0.8%,0.6%,"1,736"
,,,Confero S 1.5C,1500,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,33,125,7,5,3,-,5,15,17,68,68,136,0.2%,0.2%,482
,,,Confero S 1.5L,1500,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,69,126,40,-,1,4,5,55,47,54,115,155,0.3%,0.2%,671
,,,Confero S 1.5L ACT,1500,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,28,22,4,-,-,13,36,2,-,30,7,29,0.1%,0.1%,171
,,,Cortez  1.5C T MT,1500,MT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,13,8,8,5,29,6,8,4,18,18,33,15,0.1%,0.1%,165
,,,Cortez  1.5C T CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,41,64,1,9,1,-,9,21,25,26,25,45,0.1%,0.1%,267
,,,Cortez  1.5L T CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,77,91,12,3,-,6,7,15,35,50,58,108,0.2%,0.2%,462
,,,Cortez  1.5L T CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,64,33,57,51,48,106,0.2%,0.1%,359
,,,Formo 1.2 BV,1200,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,22,77,-,-,-,-,81,49,7,13,-,70,0.1%,0.1%,319
,,,Formo 1.2,1200,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,2
,,,Almaz  1.5L,1500,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,Almaz  1.5E+ T CVT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,47,27,10,2,-,3,26,113,150,142,211,557,0.6%,0.5%,"1,288"
,,,Almaz  1.5E T CVT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,4,21,12,-,-,1,10,9,29,42,41,196,0.2%,0.1%,365
,,,Almaz  1.5SE T CVT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,14,9,4,4,1,-,2,14,33,3,74,71,0.1%,0.1%,229
,,,Almaz  1.5SE T MT,1500,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,10,-,-,-,-,-,3,2,9,3,15,23,0.0%,0.0%,65
,,TOTAL,,,,,,,,,,,,,,,,,,,,"36,118","33,341","33,276","2,848","1,163","3,331","6,615","17,014","17,377","17,783","20,519","23,761",100%,77.3%,"213,146"
,,CUMULATIVE,,,,,,,,,,,,,,,,,,,,"36,118","69,459","102,735","105,583","106,746","110,077","116,692","133,706","151,083","168,866","189,385","213,146",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(4X2) CC 1.501 -   2.500 [G/D] ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
