GAIKINDO IMPORT DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
`JAN-DEC  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,`JAN-DEC  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO.,SPECIFICATION,,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,TOTAL
,,IMPORTER,BRAND,MODEL,CC,TRANS,FUEL,TANK,GVW,GEAR,W HEEL &,PS/HP,W HEEL,DIMENSI ON,SEATER,DRIVE SYS.,,SPEED,DOOR,W HEELS,CBU / CKD / COMP,ORIGIN,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,
,,,,,,(AT/MT),(G/D),CAPT,(Kg),RATIO,TYRE SIZE,,BASE,P x L x T,,,,,,,,COUNTRY,,,,,,,,,,,,,
1,CBU IMPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BMW 3 series,-,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,Germany,-,-,-,6,4,-,-,-,-,-,-,-,10
,,,,BMW X 2 series,,AT,G,-,-,-,-,-,-,-,-,,,-,5,4,CBU,Germany,-,-,3,2,1,-,1,-,-,2,1,-,10
,,,,BMW X 5 series,3000,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,5,4,CBU,Germany,-,-,6,-,1,-,-,-,1,-,-,-,8
,,,,BMW X 6 & 7 series,3000,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,5,4,CBU,Germany,-,-,-,-,2,-,-,5,4,3,8,5,27
,,,,BMW M series,4000,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CBU,Germany,2,-,-,5,1,6,10,3,8,5,3,-,43
,,,,BMW Z4 series,-,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CBU,Germany,-,-,1,-,4,3,-,-,8,-,4,-,20
,,,,BMW i3 series,-,-,-,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Germany,-,-,-,1,-,-,-,-,-,-,-,-,1
,,,,BMW i8 series,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,TOTAL,,,,,,,,,,,,,,,,,,,2,-,12,17,15,11,13,13,27,10,16,5,141
,9,PT. TJAHJA SAKTI MOTOR,MINI,Mini Cooper,850-1275,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CBU,Germany,1,6,97,42,36,25,51,52,93,12,1,-,416
,,,,TOTAL,,,,,,,,,,,,,,,,,,,1,6,97,42,36,25,51,52,93,12,1,-,416
,10,PT. DUTA PUTERA SUMATERA,MAN TRUCK,"CLA 18,280 BBS-WW",6900,MT,D,300,44000,5.26 : 1,11.00 R20,280,3175,6593 X 2075 X  2766,3,6X4,FR,89,2,10,CBU,India,5,-,-,2,-,-,-,-,-,-,,,7
,,( SUN MOTOR GROUP ),,"CLA 26,280 BB-WW",6900,MT,D,300,26000,5.26 : 1,11.00 R20,280,4600,10032 X 2075 X 2766,3,6X4,FR,89,2,10,CBU,India,-,2,-,1,-,-,-,-,2,-,,,5
,,,,"TGS 40,440 BBS-WW",12500,MT,D,400,120000,6.82 : 1,12.00 R 24,440,3900,7592 X 2476 X 1558,3,6X6,FR,89,2,10,CBU,Germany,3,1,3,-,-,1,2,1,3,3,,,17
,,,,"TGS 40,480 BBS-WW",12500,MT,D,400,160000,6.82 : 1,12.00 R 24,480,3900,7492 X 2476 X 1546,3,6X4,FR,89,2,10,CBU,Germany,-,-,-,-,-,-,-,-,-,1,,,1
,,,,"TGS 41,480 BB-WW",12500,AT,D,400,50000,-,-,-,-,-,-,8X4,FR,-,2,12,CBU,Germany,-,-,-,-,-,-,-,-,-,-,,,-
,,,,TOTAL,,,,,,,,,,,,,,,,,,,8,3,3,3,-,1,2,1,5,4,-,-,30
,11,PT. TJAHJA SAKTI MOTOR,PEUGEOT,3008 Facelift,1598,AT,G,60,1459,6,225/50 R17,163,2613,4.365 x 1.836 x 1.639,5,4X2,FF,-,5,4,CBU,Perancis,-,-,-,-,-,-,-,-,-,-,-,,-
,,,,New 3008 AT,1598,AT,G,60,1459,6,225/50 R17,163,2613,4.365 x 1.836 x 1.639,5,4X2,FF,-,5,4,CBU,Perancis,-,38,-,-,7,4,3,-,15,-,15,,82
,,,,New 5008 AT,1598,AT,G,60,1459,6,215/50 R17,156,2727,4.529 x 2.118 x 1.644,7,4X2,FF,-,5,4,CBU,Perancis,-,6,-,4,-,3,3,8,15,-,15,,54
,,,,TOTAL,,,,,,,,,,,,,,,,,,,-,44,-,4,7,7,6,8,30,-,30,-,136
,12,PT. GAYA MAKMUR MOBIL,FAW,Tractor Head (DB300TH),7700,MT,D,350,41005,-,-,-,-,-,-,4X2,-,-,2,4,CBU,China,-,-,-,-,-,-,-,10,-,5,-,15,30
,,,,Tractor Head (FD336TH),9726,MT,D,400,60000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China,5,-,-,-,-,-,8,-,-,5,5,-,23
,,,,Tractor Head (FD350TH),8600,MT,D,400,49000,4.44,R20-11.00,350,150 + 13,6793 x 2500 x 3450,2,6X4,FR,93,2,10,CBU,China,-,-,-,-,-,-,-,-,-,5,5,-,10
,,,,Tractor Head (FD420TH),11040,MT,D,500,80000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China,4,-,-,-,-,1,2,-,-,5,5,2,19
,,,,TRACTOR HEAD (FD550T,12540,MT,D,600,150000,5.921,R20-12.00,550,300 + 13,6875 x 2500 x 3995,2,6X4,FR,95,2,10,CBU,China,-,-,-,-,-,-,1,-,-,-,-,-,1
,,,,Chassis (DD130CG),4214,MT,D,80,7800,4.87,R16-750,130,3860,6860 x 2500 x 2600,2,4X4,4WD,90,2,6,CBU,China,-,-,-,-,-,-,2,-,-,-,-,5,7
,,,,Chassis (FD336CG),9726,MT,D,400,32000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China,-,-,-,-,-,2,3,-,-,3,-,5,13
,,,,Chassis (HD360CG),9726,MT,D,400,38000,-,-,-,-,-,-,8X4,-,-,2,8,CBU,China,-,10,20,10,39,1,-,-,10,30,3,-,123
,,,,Chassis (HD380CG),9726,MT,D,400,31000,5.921,R20-12.00,380,+ 4660 +,11823 x 2550 x 2990,2,8X4,FR,76,2,12,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Chassis (FD280CG),7700,MT,D,300,26000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China,-,-,-,-,-,5,,-,-,-,1,10,16
,,,,Damp Truck (FD336DT),9726,MT,D,400,32000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China,-,15,-,-,-,-,17,-,-,-,-,20,52
,,,,Damp Truck (FD340DT),9726,MT,D,400,25000,5.921,R20-12.00,340,150 + 13,7843 x 2550 x 2550,2,6X4,FR,76,2,10,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Damp Truck (HD360DT),9726,MT,D,400,38000,-,-,-,-,-,-,8X4,-,-,2,8,CBU,China,10,-,-,-,10,-,-,-,-,-,3,-,23
,,,,Damp Truck (HD380DT),9726,MT,D,400,31000,5.921,R24-12.00,380,+ 3910 +,9563 x 2550 x 2550,2,8X4,FR,80,2,12,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Damp Truck (FD 280DT),7700,MT,D,300,26000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China,1,-,-,-,-,-,35,10,-,8,10,-,64
,,,,Mixer Truck (DB130MT),4214,MT,D,80,10000,-,-,-,-,-,-,4X2,-,-,2,4,CBU,China,-,-,-,-,-,-,5,-,-,2,-,-,7
,,,,Mixer Truck (FD280MT),7700,MT,D,300,26000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China,13,-,-,-,4,-,1,-,-,-,-,-,18
,,,,TOTAL,,,,,,,,,,,,,,,,,,,33,25,20,10,53,9,74,20,10,63,32,57,406
,13,PT. ISUZU ASTRA MOTOR INDONESIA,ISUZU,D-MAX SC,2499,MT,D,76,2750,4100,245/70/R16,109,3095,"5,215 x 1,860 x 1,780",3,4X4,4WD,-,2,4,CBU,Thailand,-,5,15,5,5,-,20,10,3,5,10,7,85
,,,,D-MAX DC,2499,MT,D,76,2750,4100,245/70/R16,109,3095,"5,190 x 1,860 x 1,785",5,4X4,4WD,-,4,4,CBU,Thailand,-,15,15,60,-,40,4,48,22,73,23,40,340
,,,,D-MAX Rodeo MT,2499,MT,D,76,2750,4300,245/70/R16,109,3095,"5,190 x 1,860 x 1,785",5,4X4,4WD,-,4,4,CBU,Thailand,-,-,-,-,-,-,-,1,-,-,1,-,2
,,,,D-MAX Rodeo AT,2999,AT,D,76,2750,3909,255/65/R17,136,3095,"5,295 x 1,860 x 1,795",5,4X4,4WD,-,4,4,CBU,Thailand,-,-,-,-,-,-,-,1,-,-,2,-,3
,,,,MU-X,2499,AT,D,47,2540,-,-,-,-,-,7,4X2,-,-,5,4,CBU,Thailand,-,20,25,50,10,20,35,50,19,141,32,18,420
,,,,MU-X,2499,MT,D,47,2540,-,-,-,-,-,7,4X4,-,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,71,-,10,26,107
,,,,NPS 75,4570,MT,D,100,8250,5857,7.50-15-14PR,125,3360,"6,000x1,990x2,280",3,4X2,FR,102,2,6,CBU,Thailand,7,-,-,-,1,5,-,4,14,-,8,-,39
,,,,TOTAL,,,,,,,,,,,,,,,,,,,7,40,55,115,16,65,59,114,129,219,86,91,996
,14,PT. EUROKARS MOTOR INDONESIA,MAZDA,All-new Mazda 6,2488,AT,G,64,-,4056,225/45R19,187,2830,4865 x 1840 x 1450,5,4X2,FF,-,4,4,CBU,Japan,5,2,-,-,3,-,-,54,4,2,1,3,74
,,,,All-new Mazda 6 Elite,2488,AT,G,64,-,4056,225/45R19,187,2830,4865 x 1840 x 1450,5,4X2,FF,-,4,4,CBU,Japan,5,-,-,8,7,1,2,6,2,4,9,8,52
,,,,MX-5 RF,1999,AT,G,50,-,3863,205/45R17,160,2330,4020 x 1720 x 1255,2,4X2,FF,-,4,4,CBU,Japan,4,2,2,1,2,2,2,4,10,6,4,3,42
,,,,All New Mazda2 1.5 R,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,45,114,105,115,79,10,69,52,48,53,41,10,741
,,,,All New Mazda2 1.5 GT,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,72,24,40,40,33,36,9,10,21,9,-,-,294
,,,,Mazda 2 R AT IPM,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,10,32,42
,,,,Mazda 2 GT AT IPM,1498,AT,G,42.8,-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,43,3,46
,,,,CX-3 2.0 Touring,1998,AT,G,48,-,-,215/50R18,148,2570,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Japan,1,-,-,-,-,-,-,-,-,-,-,-,1
,,,,CX-3 2.0 Grand Touring,1998,AT,G,48,-,-,215/50R18,148,2570,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Japan,21,33,-,-,-,-,-,-,-,-,-,-,54
,,,,New CX-3 Touring,1998,AT,G,48,-,-,215/50R18,148,2570,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Japan,15,14,39,53,68,42,33,23,13,33,20,5,358
,,,,New CX-3 GT,1998,AT,G,48,-,-,215/50R18,148,2570,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Japan,14,8,16,15,12,6,13,12,7,7,5,47,162
,,,,Mazda 3,1998,AT,G,51,-,-,215/45R18,165,2700,"4,470 x 1,795 1,450",5,4X2,FF,-,5,4,CBU,Japan,16,17,10,18,22,7,12,8,1,-,-,-,111
,,,,All New Mazda 3 Hatchback,1998,AT,G,51,-,-,215/45R18,155,2725,"4,460 x 1,795 x 1,435",5,4X2,FF,-,5,4,CBU,Japan,-,-,-,-,-,-,16,17,40,22,153,45,293
,,,,All New Mazda 3 Sedan,1998,AT,G,51,-,-,215/45R18,155,2725,"4,660 x 1,795 x 1,440",5,4X2,FF,-,5,4,CBU,Japan,-,-,-,-,-,-,63,12,4,3,4,4,90
,,,,Mazda 3 Speed,1998,AT,G,51,-,-,215/45R18,165,2700,"4,470 x 1,795 1,450",5,4X2,FF,-,5,4,CBU,Japan,-,3,2,-,-,-,6,2,-,-,-,-,13
,,,,Mazda 6 Estate Elite,2488,AT,G,62,-,-,225/45R19,192,2750,"4,800 x 1,840 x 1,480",5,4X2,FF,-,5,4,CBU,Japan,13,3,2,27,26,-,15,8,8,8,10,13,133
,,,,Mazda 6 Estate,2488,AT,G,62,-,-,225/45R19,192,2750,"4,800 x 1,840 x 1,480",5,4X2,FF,-,5,4,CBU,Japan,1,3,1,-,1,-,-,-,-,-,-,-,6
,,,,New CX-5 2.5 Touring,2488,AT,G,56,-,4325,225/65R17,187,2700,4540 x 1840 x 1710,5,4X2,FF,-,5,4,CBU,Japan,39,9,-,-,-,-,-,-,-,-,-,-,48
,,,,New CX-5 2.5 Grand Touring,2488,AT,G,56,-,4325,225/55R19,187,2700,4540 x 1840 x 1710,5,4X2,FF,-,5,4,CBU,Japan,58,9,-,-,-,-,-,-,-,-,-,-,67
,,,,All New CX-5 Elite,2488,AT,G,56,-,-,225/55R19,190,2700,4550 x 1840 x 1680,5,4X2,FF,-,5,4,CBU,Japan,92,110,159,125,174,63,210,204,133,216,-,-,"1,486"
,,,,All New CX-5 Elite IPM #2,2488,AT,G,56,0,0,225/55R19,190,2700,4550 x 1840 x 1680,5,4X2,FF,,5,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,-,3,3
,,,,All New CX-5 GT IPM #2,2488,AT,G,56,-,4325,225/55R19,187,2700,4540 x 1840 x 1710,5,4X2,FF,-,5,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,10,40,50
,,,,All New CX-5 Elite IPM #2,2488,AT,G,56,-,-,225/55R19,190,2700,4550 x 1840 x 1680,5,4X2,FF,-,5,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,4,47,54,105
,,,,All-new CX-9 MY18,2488,AT,G,72,-,-,255/50R20,231,2930,5075 x 1969 x 1747,7,4X2,FF,-,5,4,CBU,Japan,18,74,44,31,41,15,57,48,49,51,25,57,510
,,,,All-new CX-9,2488,AT,G,72,-,-,255/50R20,231,2930,5075 x 1969 x 1747,7,4X2,FF,-,5,4,CBU,Japan,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,CX-8 Touring,2488,AT,G,72,-,-,255/50R20,231,2930,5075 x 1969 x 1747,7,4X2,FF,-,5,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,7,1,8
,,,,CX-8 Elite,2488,AT,G,72,-,-,255/50R20,231,2930,5075 x 1969 x 1747,7,4X2,FF,-,5,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,41,14,55
,,,,Mazda 5,1997,AT,G,60,-,-,205/55R16,151,2750,"4,585 x 1,750 x 1,615",7,4X2,FF,-,5,4,CBU,Japan,9,4,14,-,2,-,7,3,-,-,-,-,39
,,,,All New BT-50 Pro DC Mid,2198,MT,D,70,-,4700,255/70R16,120,3220,5365 x 1850 x 1837,5,4X4,4WD,-,4,4,CBU,Thailand,-,-,-,1,-,-,-,-,-,-,-,-,1
,,,,TOTAL,,,,,,,,,,,,,,,,,,,428,429,434,434,470,182,514,463,340,418,430,342,"4,884"
,15,PT. GARUDA MATARAM MOTOR,VOLKSW AGEN,Polo 1.2 GT TSI AT,1200,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,-,12,14,-,1,17,30,23,15,14,17,13,156
,,,,Polo 1.4,1400,AT,G,45,1104,3765,185/60/R15,85,2470,3970 x 1682 x 1485,-,4X2,FF,177,5,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Scirocco 1.4,1400,AT,G,-,1360,3778,235/40/R18,160,2578,4256 x 1810 x 1404,-,4X2,FF,-,3,4,CBU,Germany,3,8,5,-,7,6,7,7,2,-,-,-,45
,,,,Scirocco 2.0,2000,AT,G,-,1393,3462,-,-,2578,4256 x 1810 x 1404,-,4X2,FF,-,3,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Tiguan 1.4 AT,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x 1809 x 1703,-,4X2,FF,193,5,4,CBU,Germany,12,11,8,4,9,-,-,24,7,3,4,4,86
,,,,Multivan 2.0 LWB TSI AT,1968,AT,G,-,-,-,-,-,-,-,7,4X2,FF,-,5,4,CBU,Germany,-,-,-,-,-,-,1,1,-,-,1,-,3
,,,,Panel Van TDI 2.0,2000,MT,D,-,1813,3778,-,-,3400,5290 x 1904 x 1959,-,4X2,FF,-,4,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,TOTAL,,,,,,,,,,,,,,,,,,,15,31,27,4,17,23,38,55,24,17,22,17,290
,16,PT. GARUDA MATARAM MOTOR,AUDI,A3 1.2 TFSI A/T,1275,AT,G,63,1455,3400,225/50/R17,170,2808,4701 x 1826 x 1427,5,4X2,FF,225,4,4,CBU,Germany,-,-,1,-,-,1,1,-,-,-,-,1,4
,,,,A4 2.0 TFSI,1984,AT,G,63,1485,4436,245/40/R18,211,2808,4701 x 1826 x 1427,5,4X2,FF,240,4,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,A4 2.0 quattro TFSI  A/T,1984,AT,G,63,1485,4436,245/40/R18,211,2808,4701 x 1826 x 1427,5,4X4,4WD,240,4,4,CBU,Germany,1,-,1,-,-,-,-,-,2,-,1,1,6
,,,,A5 2.0 TFSI,1984,AT,G,63,1465,3778,255/35/R18,211,2810,4625 x 1884 x 1372,5,4X4,4WD,-,2,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,1,1
,,,,A8L 3.0 AT,2995,AT,G,90,1995,2106,255/45 R19,290,3122,5267 x 1949 x 1471,5,4X2,FF,250,4,4,CBU,Germany,-,-,-,-,-,-,-,-,-,1,-,-,1
,,,,Q3 1.4 TFSI A/T,1400,AT,G,64,-,-,-,-,-,-,5,4X4,4WD,250,4,4,CBU,Germany,-,-,1,-,-,-,-,-,-,-,-,-,1
,,,,Q3 2.0 TFSI,1984,AT,G,64,1640,3765,235/50/R18,211,2603,4385 x 1831 x 1608,5,4X4,4WD,230,4,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Q5 2.0 TFSI AT,1984,AT,G,75,1845,3692,255/55/R19,225,2807,4629 x 1880 x 1653,5,4X4,4WD,222,4,4,CBU,Germany,-,1,-,3,-,-,-,1,3,-,-,-,8
,,,,Q7 3.0 TFSI AT,2995,AT,G,100,2245,4845,265/50/R19,272,3002,5089 x 2002 x 1695,7,4X4,4WD,222,4,4,CBU,Germany,-,-,1,1,1,1,-,-,-,-,1,-,5
,,,,Q8 3.0 TFSI AT,2995,AT,G,100,2245,4845,265/50/R19,272,3002,5089 x 2002 x 1695,7,4X4,4WD,222,4,4,CBU,Germany,-,-,-,-,-,-,-,1,1,2,1,1,6
,,,,RS5 2.9 TFSI A/T,2900,AT,G,61,-,-,-,0,0,-,5,4X4,4WD,0,5,4,CBU,Germany,2,-,-,-,1,-,-,1,-,-,-,-,4
,,,,R8 V10,5204,AT,G,90,-,3313,"235/35/R19 at fr, 295/30/R19 at rr",525,2650,4440 x 1929 x 1252,2,4X4,4WD,314,2,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,TOTAL,,,,,,,,,,,,,,,,,,,3,1,4,4,2,2,1,3,6,3,3,4,36
,17,PT. GENERAL MOTOR INDONESIA,CHEVROLET,Trax 1.4L,1398,AT,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,South Korea,-,170,40,100,195,159,153,72,-,-,,,889
,,,,Colorado Crew Cab 2.5,2500,MT,D,76,-,-,245/70/R16,163,3096,5347x2132x1785,5,4X4,AWD,6,2,4,CBU,Thailand,-,-,-,1,-,10,22,-,-,-,,,33
,,,,Trailblazer 2.5L,2500,AT,D,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,Thailand,-,-,-,6,33,35,49,45,-,-,,,168
,,,,Spark 1.4L,1400,AT,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,South Korea,-,53,7,6,9,6,30,-,-,-,,,111
,,,,Orlando 1.8L AT,1800,AT,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,South Korea,-,-,-,-,-,-,-,-,-,-,,,-
,,,,Colorado 2.8L High Country (,2500,MT,D,76,-,-,245/70/R16,163,3096,5347x2132x1785,5,4X4,AWD,6,2,4,CBU,Thailand,-,16,-,2,-,26,-,-,-,-,,,44
,,,,TOTAL,,,,,,,,,,,,,,,,,,,-,239,47,115,237,236,254,117,-,-,-,-,"1,245"
,18,PT. MAXINDO RENAULT INDONESIA,RENAULT MAXINDO,Koleos Signature,2500,AT,G,60,2100,-,225/60 R 18,170,2705,4672 x 1843 x 1673,5,4X2,FF,200,5,4,CBU,-,-,-,-,-,30,24,22,32,16,11,26,18,179
,,,,Koleos Luxury,2500,AT,G,60,2100,-,225/60 R 18,170,2705,4672 x 1843 x 1673,5,4X2,FF,200,5,4,CBU,-,-,-,-,-,-,-,2,1,-,1,-,2,6
,,,,Kwid,999,MT,G,28,1109,4,155/80 R13,68,2422,3679 x 1579 x 1478,5,4X2,FF,140,5,4,CBU,-,-,-,-,-,4,4,2,4,3,-,-,-,17
,,,,Kwid Climber,999,MT,G,28,1109,4,155/80 R13,68,2422,3679 x 1579 x 1478,5,4X2,FF,140,5,4,CBU,-,-,-,-,-,-,-,-,-,-,25,14,9,48
,,,,TOTAL,,,,,,,,,,,,,,,,,,,-,-,-,-,34,28,26,37,19,37,40,29,250
,19,PT. HYUNDAI INDONESIA MOTOR,HYUNDAI,All New Sonata GLS,2400,AT,G,70,2030,-,-,-,-,4820 x 1835 x 1470,4,4X2,-,-,4,4,CBU,Korea,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Genesis,3800,AT,G,-,-,-,-,-,-,-,4,4X2,-,-,4,4,CBU,Korea,-,-,-,-,1,-,-,-,-,-,-,-,1
,,,,Grand i10,1200,MT,G,43,-,-,-,-,-,3765 x 1660 x 1505,4,4X2,-,-,4,4,CBU,India,4,4,2,4,1,-,1,1,2,2,1,-,22
,,,,Grand i10 AT,1200,AT,G,43,-,-,-,-,-,3765 x 1660 x 1505,4,4X2,-,-,4,4,CBU,India,3,1,5,-,8,5,6,6,3,4,2,1,44
,,,,All New i20,1400,MT,G,43,-,-,-,-,-,-,4,4X2,-,-,4,4,CBU,India,2,-,1,-,-,-,-,-,-,-,-,-,3
,,,,All New i20 AT,1400,AT,G,43,-,-,-,-,-,-,4,4X2,-,-,4,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Kona,2000,AT,G,-,-,-,-,-,-,-,5,4X2,-,-,4,4,CBU,Korea,-,-,-,17,28,9,16,17,8,7,11,6,119
,,,,All New Tucson,2000,AT,G,62,2020,-,-,-,-,4475 x 1850 x 1650,5,4X2,-,-,4,4,CBU,Korea,2,5,6,4,11,6,8,7,9,26,-,8,92
,,,,All New Tucson CRDi,2000,AT,D,62,2020,-,-,-,-,4475 x 1850 x 1650,5,4X2,-,-,4,4,CBU,Korea,3,6,3,6,5,3,2,-,2,5,1,1,37
,,,,New Santa FE,2200,AT,D,64,-,-,-,-,-,4689 x 1880 x 1690,7,4X2,-,-,4,4,CBU,Korea,14,13,11,4,4,1,2,8,5,9,6,5,82
,,,,New Santa FE,2400,AT,G,64,-,-,-,-,-,4690 x 1880 x 1690,7,4X2,-,-,4,4,CBU,Korea,22,24,14,72,41,9,53,55,27,29,25,18,389
,,,,H-100,2600,MT,D,-,-,-,-,-,-,-,3,4X2,-,-,2,4,CBU,Korea,5,12,9,4,3,2,2,1,4,4,4,1,51
,,,,H-100 Chs,2600,MT,D,-,-,-,-,-,-,-,3,4X2,-,-,2,4,CBU,Korea,-,-,-,2,-,2,-,1,-,7,3,-,15
,,,,TOTAL,,,,,,,,,,,,,,,,,,,55,65,51,113,102,37,90,96,60,93,53,40,855
,20,PT. NISSAN MOTOR INDONESIA,INFINITI,QX70 3.7,3696,AT,G,-,1940,-,-,-,-,-,-,4X4,AWD,-,5,4,CBU,UK,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,QX70 5.0,5026,AT,G,-,2050,-,-,-,-,-,-,4X4,AWD,-,5,4,CBU,UK,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,TOTAL,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
,21,PT. NISSAN MOTOR INDONESIA,NISSAN,New X-Trail Hybrid 2.0 CVT,1997,CVT,G,-,1820,-,-,-,-,-,5,4X2,-,-,5,4,CBU,Japan,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,March 1.2 Mid MT (MC '13),1198,MT,G,41,-,-,175 / 60 / R15,"76 / 6,000",2440,"3,780 x 1,665 x 1,525",-,4X2,-,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,TOTAL,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
,22,PT. PROTON EDAR INDONESIA,PROTON,IRIZ Standard,1332,MT,G,40,1150,4,175/65 R14,-,2555,3920x1722x1554,4,4X2,FF,-,4,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,IRIZ Standard,1332,AT,G,40,1150,4,175/65 R14,-,2555,3920x1722x1554,4,4X2,FF,-,4,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,TOTAL,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
,23,PT. TATA MOTORS DISTRIBUSI  INDONESIA,TATA MOTOR,Safari Storme,2179,MT,D,55,2555,4.1,235/70 R16,140,2650,4655 x 1860 x 1922,7,4X2,FF,160,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,ACE EX2,702,MT,D,30,1550,5.1,155 R13 LT - 8 PR,16,2100,3800 x 1500 x 1861,2,4X2,FR,70,2,4,CBU,India,4,-,6,-,-,-,-,5,-,5,3,-,23
,,,,ACE ZIP,611,MT,D,10,1285,6.92,145 R12 LT,11,1650,3020 x 1480 x 1800,2,4X2,FR,50,2,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,Super Ace Dle,1405,MT,D,38,2170,4.1,165 R14 - 8 PR,70,2380,4340 x 1565 x 1858,2,4X2,FR,125,2,4,CBU,India,-,4,-,2,-,2,-,2,2,-,-,2,14
,,,,Super Ace Dls,1405,MT,D,38,2170,4.1,165 R14 - 8 PR,70,2380,4340 x 1565 x 1858,2,4X2,FR,125,2,4,CBU,India,40,-,56,14,12,22,20,17,14,24,46,62,327
,,,,Super Ace Dle SC CHA,1405,MT,D,38,2170,4.1,165 R14 - 8 PR,70,2380,4340 x 1565 x 1858,2,4X2,FR,125,2,4,CBU,India,-,-,4,-,-,-,-,-,8,-,4,2,18
