1   SEDAN TYPE SALES                                                                                                                                         `JAN-DEC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,SHARE BY BRAND,MARKET SHARE,TOTAL 2023
,,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,"CBU
/ CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,,Sonet Premiere,1500,AT,G,55,1705,-,215/60 R17,140/6000,2610,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,8,35,80,36,109,59,121,89,56,13,23,32,0.2%,0.1%,661
,,,Sonet Premiere,1500,MT,G,55,1705,-,215/60 R17,140/6000,2610,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Carens,1353,AT,G,80,2960,3195,235/60 R18,270/6400,3090,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,-,-,-,-,-,-,1,-,-,-,-,0%,0%,1
,,,Carens,1497,AT,G,80,2960,3195,235/60 R18,202/3800,3090,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,8,21,52,44,38,5,7,66,44,21,23,-,0.1%,0.1%,329
,,MAZDA,Mazda 2 GT  AT,1498,AT,G,43,-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,7,8,15,5,9,6,5,5,6,3,4,12,0%,0%,85
,,MORRIS GARAGE,ZS Excite,1498,AT,G,48,1258,-,205/60 R16,114,2585,4314 x 1809 x 1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,ZS Ignite,1498,AT,G,48,1258,-,215/50 R17,114,2585,4314 x 1809 x 1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,1,-,-,-,-,0%,0%,1
,,,ZS Activate 1.5L CVT,1498,AT,G,48,1258,-,215/60 R16,114,2585,4323 x 1809 x 1628,5,4X2,FF,4,5,4,CBU,Thailand,-,3,2,-,-,2,-,-,-,-,-,-,0%,0%,7
,,,ZS Ignite 1.5L CVT,1498,AT,G,48,1258,-,215/60 R16,114,2585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,-,2,1,1,-,-,-,5,2,1,-,2,0%,0%,14
,,,ZS Magnify 1.5L CVT,1498,AT,G,48,1258,-,215/55 R17,114,2585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,8,39,64,14,21,9,23,48,48,13,23,60,0.1%,0.1%,370
,,,ZS EV,-,AT,BEV,-,1532,-,215/50 R17,143,2585,4314 x 1809 x 1644,5,4X2,FF,-,5,4,CBU,China,-,-,2,-,-,-,-,-,-,-,-,-,0%,0%,2
,,,HS Excite,1490,AT,G,55,1510,-,215/60 R17,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,HS Ignite,1490,AT,G,55,1510,-,235/50 R18,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,1,-,-,-,-,-,-,-,1,-,-,-,0%,0%,2
,,,HS i-Smart Magnify,1490,AT,G,55,1510,-,235/50 R18,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,6,6,9,3,6,5,1,12,-,-,5,-,0%,0%,53
,,,New HS Activate,1490,AT,G,55,1510,-,215/60 R17,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,-,1,-,1,-,-,-,-,-,-,0%,0%,2
,,,New HS Ignite,1490,AT,G,55,1510,-,235/50 R18,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,1,2,2,2,3,-,-,2,1,-,-,0%,0%,13
,,,New HS i-Smart Magnify,1490,AT,G,55,1510,-,235/50 R18,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,18,21,9,10,15,5,6,13,15,5,6,6,0%,0%,129
,,,4 EV Ignite,-,AT,BEV,-,-,-,215/50 R17,125,2705,4278 x 1836 x 1516,5,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,8,5,3,1,10,-,0%,0%,27
,,,4 EV Ignite,-,AT,BEV,-,-,-,215/50 R17,125,2705,4278 x 1836 x 1516,5,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,28,11,22,3,7,1,0%,0%,72
,,MINI,Cooper 5 Door A/T,1499,AT,G,40,1710,-,205/45 R17 88W,-,2567,3982 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-,1,2,1,-,1,0%,0%,5
,,,Cooper Clubman A/T,1499,AT,G,48,1890,-,225/45 R17 94Y,136,2670,4266 x 1800 x 1441,-,4X2,FR,-,4,4,CBU,UK,-,-,-,-,-,-,-,-,3,1,1,-,0%,0%,5
,,,Cooper Countryman F60 CKD A/T,1499,AT,G,61,1985,-,225/50 R18 95W,136,2670,4299 x 1822 x 1557,-,4X2,FR,-,-,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Cooper Countryman F60 CKD A/T,1499,AT,G,61,1985,-,225/50 R18 95W,136,2670,4299 x 1822 x 1557,-,4X2,FF,-,-,4,CKD,INA,-,-,-,5,-,4,2,17,10,1,3,6,0%,0%,48
,,,Cooper SE Hatch A/T,-,AT,BEV,-,1775,-,205/45 R17 88W,-,2495,3850 x 1727 x 1432,-,4X2,FF,-,-,4,CBU,UK,-,-,17,6,14,2,23,20,27,10,16,50,0%,0%,185
,,MITSUBISHI MOTORS,Eclipse Cross,1499,AT,G,63,2100,-,225/55 R18,150,2670,4405 X 1805 X 1674,5,4X2,FF,-,4,4,CBU,Japan,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Xpander 1.5L ULTIMATE (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,104,2775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,1521,1018,1216,1018,885,981,739,970,933,976,950,961,2.8%,2.2%,12168
,,,Xpander 1.5L SPORT  (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,31,33,54,18,21,33,21,27,7,16,6,7,0.1%,0%,274
,,,Xpander 1.5L SPORT  (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,157,130,30,17,14,66,65,28,25,35,19,32,0.1%,0.1%,618
,,,Xpander 1.5L EXCEED (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,202,281,381,241,286,285,284,306,339,290,627,366,0.9%,0.7%,3888
,,,Xpander 1.5L EXCEED (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,210,154,183,214,149,211,179,142,133,183,267,299,0.5%,0.4%,2324
,,,Xpander 1.5L GLS (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,125,155,191,110,68,55,43,65,54,48,33,29,0.2%,0.2%,976
,,,Xpander 1.5L GLS (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,166,36,113,190,78,24,101,65,30,87,81,32,0.2%,0.2%,1003
,,,Xpander Cross 1.5L PREMIUM  (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,1936,1486,1880,1724,1092,952,1280,1028,1089,999,929,1099,3.6%,2.8%,15494
,,,Xpander Cross 1.5L (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Xpander Cross 1.5L (4X2) M/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,228,289,272,215,183,232,237,210,147,219,172,206,0.6%,0.5%,2610
,,,Xforce Ultimate 1.5L 4X2 A/T,1499,AT,G,42,1730,5698,225/50/R18,105,2650,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,77,1094,1403,0.6%,0.5%,2574
,,,Xforce Exceed 1.5L 4X2 A/T,1499,AT,G,42,1730,5698,225/50/R18,105,2650,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,2,110,37,0%,0%,149
,,MERCEDES-BENZ PC,EQA 250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,-,-,-,-,-,-,13,7,5,1,-,0%,0%,26
,,,EQB 250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,-,-,-,-,-,-,12,5,9,2,5,0%,0%,33
,,,GLA 200 Progressive Line ( H247),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x 1,992 x 1,44",5,4X2,FF,-,5,4,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,GLB 200 Progressive Line ( X247),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x 1,992 x 1,44",5,4X2,FF,-,5,4,CBU,-,12,1,4,29,17,21,9,1,2,-,4,4,0%,0%,104
,,NISSAN,Livina EL M/T,1498,MT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,2,1,2,-,-,-,-,-,-,-,-,-,0%,0%,5
,,,Livina VE,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,16,5,4,34,7,7,4,-,-,-,-,0%,0%,77
,,,Livina VL,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,67,81,103,69,8,26,18,27,28,14,15,30,0.1%,0.1%,486
,,,KICKS E-POWER,1200,AT,HYBRID,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,11,16,13,-,37,11,6,9,20,7,8,3,0%,0%,141
,,,Leaf,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Japan,4,21,1,9,10,16,2,10,-,-,-,-,0%,0%,73
,,,Magnite Premium  Turbo CVT,999,AT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,-,12,1,26,13,12,37,64,8,29,16,31,0.1%,0%,249
,,,Magnite Premium  Turbo MT,999,MT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,1,1,7,-,1,1,-,17,-,1,-,-,0%,0%,29
,,,Magnite Premium  Upper Turbo CVT,999,AT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,4,-,-,2,-,-,-,6,-,-,-,-,0%,0%,12
,,,Magnite Premium  Upper Turbo MT,999,MT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,2,1,1,1,-,-,-,8,-,-,-,-,0%,0%,13
,,,Magnite Premium  Mid Turbo MT,999,MT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,NETA,NETA V EV,-,AT,BEV,-,1151,-,185/55R16,95,2420,4070x1690x1540,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,-,-,-,-,-,100,81,0%,0%,181
,,PEUGEOT,2008 AT,1199,AT,G,43,1353,6,215/60/ R17,130,2612,"4,312 x 1,785 x 1,54",5,4X2,FF,6,5,4,CBU,Malaysia,2,1,2,6,4,-,2,1,3,3,2,1,0%,0%,27
,,SUZUKI,Ignis GX MT,1197,MT,G,43,1430,4388,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,28,18,37,89,115,90,12,5,1,1,-,-,0.1%,0.1%,396
,,,Ignis GX AT,1197,AT,G,43,1430,4375,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,169,48,65,43,38,75,71,68,76,58,73,72,0.2%,0.2%,856
,,,S-Presso MT,998,MT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,-,205,81,61,68,120,139,146,128,123,12,83,0.3%,0.2%,1166
,,,S-Presso AT,998,AT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,-,27,493,219,85,198,266,251,229,143,223,317,0.6%,0.4%,2451
,,,All  New Ertiga GA,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,8,16,19,12,13,9,8,5,5,10,9,3,0%,0%,117
,,,All  New Ertiga GL MT,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,145,193,240,171,170,124,112,166,102,190,126,159,0.4%,0.3%,1898
,,,All  New Ertiga GX MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,All  New Ertiga GL AT,1462,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,157,212,161,131,171,89,95,86,92,53,104,144,0.3%,0.3%,1495
,,,All  New Ertiga GX Hybrid,1462,MT,HYBRID,45,1775,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,188,112,125,136,163,65,55,122,62,70,85,53,0.3%,0.2%,1236
,,,All  New Ertiga GX Hybrid,1462,AT,HYBRID,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,345,176,357,234,209,90,113,155,119,77,301,205,0.5%,0.4%,2381
,,,All  New Ertiga SX Hybrid,1462,MT,HYBRID,45,1775,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,64,50,68,66,67,22,20,44,25,24,47,13,0.1%,0.1%,510
,,,All  New Ertiga SS Hybrid,1462,AT,HYBRID,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,188,201,233,169,187,80,57,68,85,88,159,86,0.4%,0.3%,1601
,,,Xl-7 Zeta MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,67,190,117,3,235,99,144,317,207,188,184,360,0.5%,0.4%,2111
,,,Xl-7 Zeta AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,63,120,96,1,239,128,282,354,267,220,266,465,0.6%,0.5%,2501
,,,Xl-7 Beta MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,118,155,121,4,-,-,-,-,-,-,-,-,0.1%,0.1%,398
,,,Xl-7 Beta AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,231,376,477,41,-,-,-,-,-,-,-,-,0.3%,0.2%,1125
,,,Xl-7 Alpha MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,89,168,101,7,-,-,-,-,-,-,-,-,0.1%,0.1%,365
,,,Xl-7 Alpha AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,492,483,411,11,17,-,1,-,-,-,-,-,0.3%,0.3%,1415
,,,Xl-7   Beta Hybrid MT,1462,MT,HYBRID,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,201,51,101,62,100,124,134,0.2%,0.1%,773
,,,Xl-7 Beta Hybrid AT,1462,AT,HYBRID,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,346,133,285,240,201,634,445,0.5%,0.4%,2284
,,,Xl-7 Alpha Hybrid MT,1462,MT,HYBRID,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,168,149,123,131,135,157,108,0.2%,0.2%,971
,,,Xl-7 Alpha Hybrid AT,1462,AT,HYBRID,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,835,539,463,474,503,567,489,0.9%,0.7%,3870
,,,New Baleno,1490,MT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,19,15,7,29,65,42,102,67,-,-,-,-,0.1%,0.1%,346
,,,New Baleno AT,1490,AT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,149,79,319,30,209,238,227,199,324,292,201,211,0.6%,0.4%,2478
,,,New SX4 S-Cros,1490,MT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,New SX4 S-Cros AT,1490,AT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,71,53,59,18,2,1,-,-,-,-,-,-,0%,0%,204
,,,APV-GE,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,98,93,70,55,104,195,121,195,135,96,88,62,0.3%,0.2%,1312
,,,APV-GL,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,8,68,73,46,55,76,118,115,58,69,91,97,0.2%,0.2%,874
,,,APV-GX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,54,39,71,35,49,120,140,106,57,85,66,37,0.2%,0.2%,859
,,,APV SGX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,7,4X2,FR,-,5,4,CKD,INA,15,10,34,20,164,37,14,16,7,19,17,7,0.1%,0.1%,360
,,,Grand Vitara GL AT,1462,AT,G,42,2085,4875,175/70 R13,79,1970,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,-,-,-,-,50,15,-,14,4,9,11,8,0%,0%,111
,,,Grand Vitara GX AT,1462,AT,G,42,2085,4875,175/70 R13,79,1970,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,-,-,-,-,102,94,48,90,89,47,56,65,0.1%,0.1%,591
,,,Grand Vitara 2TONE GX AT,1462,AT,G,42,2085,4875,175/70 R13,79,1970,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,-,-,-,-,298,152,47,107,111,33,75,50,0.2%,0.2%,873
,,TOYOTA,All  New Agya 1.2 Gr-S MT  Fmc 2023,1197,MT,G,33,-,4485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,123,58,104,21,5,1,-,-,-,-,0.1%,0.1%,312
,,,All  New Agya 1.2 Gr-S Cvt Fmc 2023,1197,CVT,G,33,-,4485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,503,257,223,75,41,73,43,28,34,13,0.3%,0.2%,1290
,,,Avanza 1.3 AT  Transmover,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,2,301,280,450,2,1,249,1205,91,3,148,-,0.6%,0.5%,2732
,,,All  New Avanza 1.3 E 2021,1298,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,1799,1398,1161,736,642,989,1353,1207,818,1488,1197,1258,3.2%,2.5%,14046
,,,All  New Avanza 1.3 E Cvt 2021,1298,AT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,951,837,772,453,1069,941,789,975,635,820,1053,981,2.4%,1.9%,10276
,,,All  New Avanza 1.5 G 2021,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,2091,1699,2027,893,1725,814,1102,1187,1255,1496,1699,1744,4.1%,3.2%,17732
,,,All  New Avanza 1.5 G CVT  2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,925,1328,1391,1195,1830,1469,1239,1701,1173,1471,1810,1857,4%,3.1%,17389
,,,All  New Avanza 1.5 G CVT  TSS 2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,4,2,10,-,9,25,26,8,3,-,10,3,0%,0%,100
,,,All  New Veloz 1.5 2021,1497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,924,380,463,192,312,141,150,180,102,287,326,382,0.9%,0.7%,3839
,,,All  New Veloz 1.5 CVT  2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,20,15,95,42,125,204,57,87,47,107,73,84,0.2%,0.2%,956
,,,All  New Veloz 1.5 Q Cvt 2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,1267,659,1563,1189,1024,1330,941,771,1126,838,1067,1182,3%,2.3%,12957
,,,All  New Veloz 1.5 Q Cvt Tss 2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,344,448,402,278,96,249,283,228,151,155,225,209,0.7%,0.6%,3068
,,,Sienta V 1.5 CVT  Welcab,1497,A/T,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,Raize 1.0T  G One Tone New 2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,155,60,72,12,18,56,98,95,63,49,44,37,0.2%,0.1%,759
,,,Raize 1.0T  G Two Tone New 2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Raize 1.0T  G CVT  One Tone New 2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,118,245,271,119,70,234,290,214,149,113,197,151,0.5%,0.4%,2171
,,,Raize 1.0T  G CVT  Two Tone New 2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,8,5,5,4,18,10,23,19,5,4,8,6,0%,0%,115
,,,Raize 1.0T  GR CVT  One Tone New 2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,243,222,432,129,294,405,360,298,171,222,293,181,0.7%,0.6%,3250
,,,Raize 1.0T  GR CVT  Two Tone New 2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,241,604,720,153,200,527,582,462,220,269,288,273,1%,0.8%,4539
,,,Raize 1.0T  GR TSS CVT  One Tone New 2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,18,10,12,-,23,3,4,26,6,23,1,-,0%,0%,126
,,,Raize 1.0T  GR TSS CVT  Two Tone New 2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,135,11,70,63,99,195,175,105,46,73,113,51,0.3%,0.2%,1136
,,,Raize 1.2T  G New 2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,2,30,33,24,18,26,49,82,26,18,19,9,0.1%,0.1%,336
,,,Raize 1.2T  G CVT  New 2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,395,570,730,90,493,115,370,427,407,422,659,389,1.2%,0.9%,5067
,,,New Rush 1.5 S MT  Mi  TRD Sportivo,1500,MT,G,45,1200,5857,235/60R16,109 / 6000,2685,4420X1745X1740,5,4X2,FR,-,5,4,CKD,INA,-,-,1,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,New Rush 1.5 S MT  Mi  TRD Sportivo AT,1500,AT,G,45,1200,5857,235/60R16,109 / 6000,2685,4420X1745X1740,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,New Rush 1.5 G,1496,MT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,305,507,517,196,134,187,216,277,334,181,440,282,0.8%,0.6%,3576
,,,New Rush   1.5 G AT,1496,AT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,286,218,278,195,204,227,127,245,265,246,393,300,0.7%,0.5%,2984
,,,New Rush1.5 GR Sport 2021,1496,MT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,2645,1827,1558,1096,1510,811,1163,1648,1332,1070,1977,2075,4.3%,3.4%,18712
,,,New Rush 1.5 GR Sport AT  2021,1496,AT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1904,1274,1585,646,948,511,1017,890,1094,837,1623,1738,3.2%,2.5%,14067
,,,New Yaris 1.5 G CVT  3 Airbag,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,New Yaris 1.5 GR Sport 3 Airbag 2021,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,15,5,7,4,-,-,-,-,-,-,-,-,0%,0%,31
,,,New Yaris 1.5 GR Sport 7 Airbag 2021,1496,MT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
